"10401る 1733 き供             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","566,343","32,539,994","58.40","58.40","56.70","57.10","-1.30","355",
"104/01/06","400,475","22,357,900","56.10","56.80","55.50","55.90","-1.20","305",
"104/01/07","167,538","9,416,028","55.60","56.50","55.60","56.30","+0.40","144",
"104/01/08","240,751","13,405,003","56.30","56.60","55.40","55.50","-0.80","196",
"104/01/09","190,230","10,599,311","56.00","56.50","55.50","55.50"," 0.00","132",
"104/01/12","161,000","8,858,600","55.50","55.60","54.00","55.20","-0.30","128",
"104/01/13","124,423","6,809,136","55.20","55.40","54.40","54.70","-0.50","106",
"104/01/14","82,725","4,531,556","55.00","55.00","54.50","54.70"," 0.00","67",
"104/01/15","103,070","5,633,350","54.80","55.00","54.50","54.50","-0.20","84",
"104/01/16","245,328","13,246,112","54.50","54.50","53.70","53.90","-0.60","180",
"104/01/19","168,057","9,109,071","54.00","55.00","53.50","53.80","-0.10","118",
"104/01/20","103,232","5,567,920","54.00","54.50","53.70","54.30","+0.50","69",
"104/01/21","130,552","6,984,971","54.50","54.50","52.80","53.70","-0.60","107",
"104/01/22","134,102","7,253,648","53.60","54.60","53.60","54.00","+0.30","106",
"104/01/23","132,349","7,127,246","54.00","54.50","53.60","53.80","-0.20","105",
"104/01/26","92,627","4,939,814","53.80","53.80","53.00","53.30","-0.50","80",
"104/01/27","125,765","6,726,957","53.40","53.70","53.30","53.50","+0.20","82",
"104/01/28","82,000","4,379,900","53.50","53.50","53.20","53.50"," 0.00","62",
"104/01/29","55,125","2,933,649","53.50","53.50","53.10","53.20","-0.30","53",
"104/01/30","68,768","3,657,349","53.30","53.30","53.10","53.10","-0.10","66",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

