"10502る 1733 き供             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/02/01","50,984","2,187,613","43.15","43.15","42.70","42.70","-0.40","56",
"105/02/02","41,074","1,754,974","42.70","42.90","42.65","42.65","-0.05","25",
"105/02/03","20,067","851,799","42.50","42.75","42.20","42.50","-0.15","24",
"105/02/15","281,500","11,660,287","42.00","42.00","41.25","41.65","-0.85","180",
"105/02/16","257,522","10,771,650","41.65","42.40","41.55","42.15","+0.50","143",
"105/02/17","217,067","9,180,243","42.30","42.50","42.05","42.40","+0.25","140",
"105/02/18","283,712","12,440,042","44.20","44.20","42.70","44.15","+1.75","234",
"105/02/19","106,064","4,658,280","44.15","44.15","43.60","43.75","-0.40","86",
"105/02/22","176,004","7,638,880","43.65","43.65","43.30","43.30","-0.45","99",
"105/02/23","89,205","3,915,507","43.70","44.00","43.60","44.00","+0.70","85",
"105/02/24","110,857","4,885,440","44.20","44.30","43.80","44.10","+0.10","106",
"105/02/25","73,174","3,233,754","44.20","44.40","44.10","44.15","+0.05","66",
"105/02/26","66,027","2,901,444","44.10","44.25","43.75","44.10","-0.05","67",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

