"10507る 1733 き供             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/07/01","676,402","35,083,201","52.50","52.50","51.50","51.80","-0.20","381",
"105/07/04","523,002","26,757,702","52.00","52.00","50.80","51.40","-0.40","339",
"105/07/05","654,695","33,918,862","51.40","52.30","51.20","51.90","+0.50","448",
"105/07/06","547,301","27,856,851","51.60","51.60","50.60","50.60","-1.30","412",
"105/07/07","335,400","17,020,279","51.00","51.20","50.50","51.00","+0.40","234",
"105/07/11","314,548","15,897,714","51.00","51.00","50.30","50.40","-0.60","256",
"105/07/12","287,100","14,500,189","50.10","50.80","50.10","50.80","+0.40","187",
"105/07/13","402,200","20,456,920","51.20","51.20","50.60","51.10","+0.30","219",
"105/07/14","256,592","12,999,753","51.00","51.00","50.40","50.60","-0.50","161",
"105/07/15","361,499","18,281,548","50.60","50.90","50.40","50.40","-0.20","252",
"105/07/18","545,739","27,775,740","50.40","51.40","50.40","50.80","+0.40","293",
"105/07/19","601,628","30,730,828","51.20","51.40","50.90","51.00","+0.20","275",
"105/07/20","533,217","27,140,644","50.90","51.50","50.40","50.40","-0.60","365",
"105/07/21","620,831","31,797,681","50.50","51.50","50.50","51.40","+1.00","399",
"105/07/22","484,201","24,481,150","51.00","51.40","50.20","50.40","-1.00","296",
"105/07/25","759,040","37,304,166","50.40","50.60","48.00","49.00","-1.40","510",
"105/07/26","429,255","20,911,603","49.00","49.10","48.55","48.60","-0.40","225",
"105/07/27","303,239","14,741,435","48.60","49.00","48.40","48.45","-0.15","233",
"105/07/28","962,763","45,957,174","48.30","48.30","47.35","47.80","-0.65","454",
"105/07/29","256,895","12,221,095","48.00","48.00","47.40","47.55","-0.25","163",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

