"10404る 6452 眃ね-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/04/01","1,103,789","174,068,318","153.00","161.00","153.00","161.00","+7.50","849",
"104/04/02","1,153,250","183,419,250","160.50","162.50","156.00","157.50","-3.50","818",
"104/04/07","850,764","139,790,676","163.00","167.50","161.00","164.00","+6.50","731",
"104/04/08","568,318","93,401,970","164.00","166.50","162.00","163.50","-0.50","505",
"104/04/09","528,100","86,502,850","166.00","166.00","161.50","162.00","-1.50","448",
"104/04/10","459,165","73,973,395","163.00","163.50","159.00","162.00"," 0.00","389",
"104/04/13","1,202,615","200,940,126","164.00","169.50","164.00","168.00","+6.00","923",
"104/04/14","517,470","86,225,020","168.00","168.50","165.50","166.00","-2.00","420",
"104/04/15","1,142,404","193,387,477","166.00","171.00","166.00","169.50","+3.50","886",
"104/04/16","1,791,296","313,857,596","171.50","178.00","171.00","175.00","+5.50","1,349",
"104/04/17","1,003,720","174,837,639","175.00","176.50","172.50","174.00","-1.00","672",
"104/04/20","1,207,315","203,622,050","174.00","174.00","165.50","166.00","-8.00","941",
"104/04/21","715,124","117,856,520","166.00","168.50","161.50","164.00","-2.00","445",
"104/04/22","571,305","96,319,307","166.00","171.00","164.00","169.50","+5.50","446",
"104/04/23","496,037","84,180,753","172.00","172.00","168.00","169.00","-0.50","363",
"104/04/24","297,300","49,964,050","169.00","170.00","167.00","167.00","-2.00","255",
"104/04/27","721,760","123,794,480","167.50","173.00","167.50","173.00","+6.00","615",
"104/04/28","377,015","64,138,557","172.50","172.50","168.50","168.50","-4.50","330",
"104/04/29","220,170","36,973,730","168.50","170.00","166.50","167.50","-1.00","193",
"104/04/30","357,853","60,239,657","167.50","170.50","167.00","169.00","+1.50","289",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

