"10410る 6452 眃ね-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","1,372,660","267,249,020","192.00","197.50","191.00","196.50","+6.00","1,003",
"104/10/02","1,081,231","214,427,619","198.00","201.00","196.00","196.50"," 0.00","871",
"104/10/05","2,501,611","503,012,922","199.00","203.00","198.50","201.00","+4.50","1,388",
"104/10/06","3,385,658","727,876,418","204.00","221.00","203.50","221.00","+20.00","2,256",
"104/10/07","3,567,555","815,493,365","225.00","240.50","218.50","231.00","+10.00","2,765",
"104/10/08","2,387,541","555,372,073","233.50","242.00","225.50","226.50","-4.50","1,955",
"104/10/12","1,362,389","318,637,887","233.00","239.00","229.00","236.50","+10.00","1,129",
"104/10/13","3,105,437","766,910,061","236.50","253.50","236.00","250.00","+13.50","2,387",
"104/10/14","2,634,451","683,218,819","251.00","267.50","248.50","267.00","+17.00","2,151",
"104/10/15","2,491,221","680,478,054","272.00","280.50","266.00","266.00","-1.00","2,107",
"104/10/16","1,586,224","430,503,589","271.50","274.50","268.00","270.00","+4.00","1,230",
"104/10/19","1,998,476","557,709,347","274.00","287.50","272.50","285.00","+15.00","1,567",
"104/10/20","2,467,176","694,676,252","287.50","294.00","276.00","276.50","-8.50","2,001",
"104/10/21","1,206,561","336,193,798","277.00","282.00","273.50","279.50","+3.00","1,000",
"104/10/22","1,394,025","397,315,059","279.50","289.50","279.50","282.50","+3.00","1,167",
"104/10/23","1,945,688","543,269,479","288.00","289.50","269.00","271.50","-11.00","1,530",
"104/10/26","1,159,555","322,265,510","275.00","281.00","274.00","280.00","+8.50","968",
"104/10/27","783,200","220,606,400","280.50","284.50","280.00","280.00"," 0.00","670",
"104/10/28","2,409,871","704,938,343","283.00","303.50","281.50","303.00","+23.00","1,949",
"104/10/29","1,622,380","486,333,000","306.00","308.00","293.00","295.00","-8.00","1,325",
"104/10/30","2,365,498","727,206,100","296.50","320.00","289.00","317.00","+22.00","1,991",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

