"10501る 6452 眃ね-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","593,165","211,856,808","362.50","362.50","353.00","359.00","-4.00","535",
"105/01/05","625,060","223,532,540","359.00","361.00","354.00","354.00","-5.00","556",
"105/01/06","1,077,280","376,026,258","356.50","360.50","340.50","340.50","-13.50","943",
"105/01/07","2,142,440","684,722,379","345.00","346.00","306.50","306.50","-34.00","1,792",
"105/01/08","1,506,932","465,704,012","304.00","317.00","296.00","315.00","+8.50","1,371",
"105/01/11","1,624,963","483,135,897","313.00","313.00","283.50","286.50","-28.50","1,445",
"105/01/12","3,178,990","856,827,420","290.00","295.00","258.00","258.00","-28.50","2,380",
"105/01/13","1,943,637","511,997,442","262.50","266.50","258.00","265.00","+7.00","1,623",
"105/01/14","1,781,020","451,261,290","253.50","262.00","246.00","254.00","-11.00","1,536",
"105/01/15","2,318,401","624,763,571","266.00","277.50","263.00","269.00","+15.00","2,004",
"105/01/18","2,577,769","727,508,739","266.50","295.50","261.50","295.50","+26.50","2,153",
"105/01/19","2,997,989","936,099,007","299.00","322.00","299.00","317.00","+21.50","2,474",
"105/01/20","3,051,268","944,164,776","322.00","322.00","297.00","306.00","-11.00","2,452",
"105/01/21","2,574,203","794,777,024","307.50","315.00","304.00","305.50","-0.50","1,792",
"105/01/22","1,726,650","533,998,925","313.00","316.00","300.50","310.00","+4.50","1,522",
"105/01/25","2,655,499","854,222,920","318.00","329.00","311.00","327.00","+17.00","1,872",
"105/01/26","1,441,305","472,132,260","327.00","332.50","322.00","330.00","+3.00","1,279",
"105/01/27","1,969,850","655,658,150","333.00","338.50","329.50","330.50","+0.50","1,277",
"105/01/28","1,595,200","518,663,400","328.00","332.50","318.00","326.50","-4.00","1,354",
"105/01/29","1,890,555","632,719,645","326.00","339.50","325.00","336.50","+10.00","1,565",
"105/01/30","2,448,331","876,696,970","341.00","370.00","341.00","370.00","+33.50","2,089",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

