"10406る 6452 眃ね-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/06/01","314,317","51,234,512","167.00","167.00","161.50","162.50","-3.50","251",
"104/06/02","182,100","29,512,750","161.00","163.00","161.00","161.00","-1.50","160",
"104/06/03","1,052,171","178,236,399","161.00","173.00","161.00","170.00","+9.00","889",
"104/06/04","2,044,891","358,193,587","170.00","179.00","167.00","174.50","+4.50","1,540",
"104/06/05","1,235,770","215,597,020","177.00","178.00","170.00","176.50","+2.00","971",
"104/06/08","1,094,450","194,598,250","178.00","181.50","174.00","176.00","-0.50","862",
"104/06/09","1,347,746","227,313,959","175.00","176.00","165.00","167.00","-9.00","969",
"104/06/10","793,320","136,495,860","167.50","175.00","167.50","173.00","+6.00","584",
"104/06/11","675,383","116,526,067","174.50","175.00","170.00","173.50","+0.50","472",
"104/06/12","534,230","92,603,020","173.50","174.50","172.50","174.50","+1.00","401",
"104/06/15","398,020","68,980,940","174.00","175.00","172.00","172.00","-2.50","272",
"104/06/16","436,042","74,472,224","171.50","173.00","169.00","172.00"," 0.00","362",
"104/06/17","333,020","57,265,430","172.50","173.50","170.50","172.50","+0.50","207",
"104/06/18","312,100","53,730,750","173.50","173.50","171.50","173.00","+0.50","239",
"104/06/22","1,301,205","232,784,591","174.50","181.00","174.00","179.00","+6.00","869",
"104/06/23","735,308","131,997,593","180.00","181.00","177.50","180.00","+1.00","533",
"104/06/24","1,144,277","203,650,888","180.50","181.50","174.00","176.00","-4.00","692",
"104/06/25","919,367","163,334,092","176.00","180.00","175.50","175.50","-0.50","551",
"104/06/26","694,110","121,839,194","177.00","177.50","173.50","173.50","-2.00","408",
"104/06/29","517,352","88,389,988","172.00","172.00","169.00","170.00","-3.50","439",
"104/06/30","289,999","49,426,329","170.50","172.00","169.00","172.00","+2.00","202",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

