"10409る 6452 眃ね-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/09/01","291,015","45,144,915","155.50","157.00","153.50","154.50","-1.50","177",
"104/09/02","125,000","19,116,000","153.00","154.50","151.50","153.50","-1.00","104",
"104/09/03","153,200","24,048,000","154.50","158.50","153.50","158.50","+5.00","143",
"104/09/04","194,011","30,564,282","159.50","159.50","155.50","157.00","-1.50","153",
"104/09/07","469,912","77,802,040","156.00","171.50","156.00","170.00","+13.00","383",
"104/09/08","1,469,714","261,111,805","176.00","180.50","174.50","176.50","+6.50","904",
"104/09/09","794,393","143,802,847","184.00","184.00","178.00","178.50","+2.00","510",
"104/09/10","1,050,300","191,096,100","179.00","186.00","177.50","182.50","+4.00","746",
"104/09/11","633,247","114,607,334","185.00","185.00","178.50","180.00","-2.50","441",
"104/09/14","551,821","100,146,331","181.00","183.50","179.00","183.50","+3.50","404",
"104/09/15","1,758,329","330,167,352","186.00","191.00","184.00","188.50","+5.00","1,164",
"104/09/16","977,340","185,259,080","190.50","192.50","187.00","187.50","-1.00","702",
"104/09/17","753,657","141,827,029","190.00","190.00","187.00","187.50"," 0.00","419",
"104/09/18","1,447,684","278,279,012","189.00","194.00","189.00","193.50","+6.00","1,007",
"104/09/21","1,837,444","362,558,018","193.50","200.00","193.00","198.00","+4.50","1,334",
"104/09/22","1,210,365","230,776,120","193.50","194.50","187.00","187.00","X0.00","890",
"104/09/23","696,246","130,168,632","187.00","189.50","184.00","184.00","-3.00","555",
"104/09/24","962,779","173,684,830","186.00","186.50","174.00","179.50","-4.50","644",
"104/09/25","749,242","137,875,738","179.50","189.00","179.00","189.00","+9.50","545",
"104/09/30","808,380","153,527,509","189.00","192.00","185.50","190.50","+1.50","690",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

