"10504る 6452 眃ね-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/04/01","1,299,745","514,175,255","396.00","402.50","390.00","390.00","-4.00","1,152",
"105/04/06","700,100","274,167,000","392.00","395.00","386.00","395.00","+5.00","581",
"105/04/07","1,852,025","743,418,250","400.00","404.50","397.00","401.50","+6.50","1,443",
"105/04/08","856,410","339,959,655","399.00","403.50","391.50","392.50","-9.00","741",
"105/04/11","851,078","326,709,608","392.50","392.50","378.00","380.00","-12.50","685",
"105/04/12","1,269,427","467,241,570","380.00","383.00","354.00","361.00","-19.00","1,055",
"105/04/13","737,120","273,616,640","362.50","377.50","362.50","373.00","+12.00","659",
"105/04/14","493,110","184,793,080","377.00","379.00","371.00","373.50","+0.50","412",
"105/04/15","483,010","180,626,895","375.00","377.00","368.50","374.50","+1.00","401",
"105/04/18","168,005","62,589,377","370.50","375.00","370.50","372.50","-2.00","152",
"105/04/19","369,582","138,670,218","376.00","378.50","372.50","372.50"," 0.00","329",
"105/04/20","740,440","271,270,040","376.00","376.00","359.00","364.00","-8.50","586",
"105/04/21","767,756","274,862,365","365.50","365.50","350.50","365.00","+1.00","718",
"105/04/22","794,606","282,819,236","361.00","364.00","351.50","354.00","-11.00","688",
"105/04/25","1,284,846","441,738,445","351.00","354.00","336.00","339.00","-15.00","1,118",
"105/04/26","954,473","332,639,935","340.50","353.50","340.50","350.00","+11.00","837",
"105/04/27","368,050","127,923,125","350.50","351.00","344.00","345.50","-4.50","348",
"105/04/28","513,030","175,892,015","345.50","348.00","339.00","344.50","-1.00","456",
"105/04/29","954,481","325,593,052","341.00","350.00","332.00","350.00","+5.50","801",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

