"10503る 1783 ㎝眃ネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","227,071","5,194,748","22.85","23.35","22.70","23.00"," 0.00","144",
"105/03/02","121,019","2,775,237","23.15","23.15","22.80","22.80","-0.20","97",
"105/03/03","419,016","9,859,868","22.80","24.00","22.80","23.15","+0.35","246",
"105/03/04","153,013","3,549,475","23.20","23.35","23.05","23.15"," 0.00","94",
"105/03/07","169,029","3,894,370","23.20","23.40","22.80","23.15"," 0.00","124",
"105/03/08","152,009","3,513,875","23.20","23.20","22.75","23.15"," 0.00","98",
"105/03/09","300,016","7,038,284","23.35","23.80","23.20","23.50","+0.35","194",
"105/03/10","170,532","4,031,044","23.35","23.85","23.35","23.60","+0.10","123",
"105/03/11","363,050","8,796,092","24.70","24.70","24.05","24.05","+0.45","274",
"105/03/14","493,000","12,066,700","24.25","24.90","24.00","24.25","+0.20","243",
"105/03/15","300,350","7,181,750","24.25","24.40","23.50","23.50","-0.75","184",
"105/03/16","203,009","4,822,517","23.70","24.20","23.50","23.70","+0.20","126",
"105/03/17","167,006","3,973,594","24.00","24.20","23.70","23.75","+0.05","93",
"105/03/18","203,177","4,877,348","23.90","24.20","23.80","24.10","+0.35","126",
"105/03/21","2,513,863","65,615,269","24.40","26.50","24.35","26.50","+2.40","1,161",
"105/03/22","1,560,200","41,472,900","27.10","27.20","25.90","25.90","-0.60","919",
"105/03/23","424,007","10,753,725","25.90","26.10","25.10","25.10","-0.80","267",
"105/03/24","328,107","8,229,134","24.90","25.50","24.75","24.90","-0.20","243",
"105/03/25","361,011","9,129,825","24.90","25.60","24.90","25.50","+0.60","236",
"105/03/28","367,073","9,048,733","25.60","25.60","23.75","24.10","-1.40","229",
"105/03/29","487,014","11,479,939","23.80","24.10","22.85","23.80","-0.30","335",
"105/03/30","265,007","6,328,068","23.80","24.40","23.70","23.90","+0.10","129",
"105/03/31","185,000","4,448,550","24.00","24.30","23.80","23.95","+0.05","117",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

