"10502る 1783 ㎝眃ネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/02/01","65,004","1,396,234","21.80","21.80","21.20","21.20","-0.40","67",
"105/02/02","69,005","1,473,055","21.20","21.50","21.20","21.30","+0.10","54",
"105/02/03","69,005","1,456,015","21.30","21.30","21.00","21.00","-0.30","54",
"105/02/15","35,019","727,887","21.00","21.00","20.50","20.85","-0.15","49",
"105/02/16","201,002","4,270,994","20.85","21.60","20.85","21.20","+0.35","127",
"105/02/17","178,008","3,807,068","21.20","21.55","21.20","21.45","+0.25","117",
"105/02/18","761,000","17,603,950","23.00","23.55","22.50","23.55","+2.10","475",
"105/02/19","1,315,018","31,435,469","24.25","24.45","23.20","23.30","-0.25","780",
"105/02/22","567,099","12,688,887","21.40","23.40","21.40","22.55","-0.75","320",
"105/02/23","148,008","3,380,892","22.70","23.00","22.70","22.90","+0.35","111",
"105/02/24","180,017","4,102,675","23.05","23.30","22.45","22.90"," 0.00","155",
"105/02/25","340,018","7,749,550","23.00","23.45","22.25","23.00","+0.10","219",
"105/02/26","119,016","2,731,068","23.00","23.05","22.70","23.00"," 0.00","104",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

