"10505る 1783 ㎝眃ネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","68,004","1,473,588","22.25","22.25","21.30","21.50","-0.60","61",
"105/05/04","158,000","3,289,250","21.40","21.50","20.30","20.60","-0.90","108",
"105/05/05","117,000","2,369,550","20.05","20.50","20.05","20.25","-0.35","87",
"105/05/06","45,000","915,700","20.40","20.40","20.25","20.35","+0.10","32",
"105/05/09","71,051","1,464,100","20.90","20.90","20.40","20.45","+0.10","54",
"105/05/10","47,005","962,500","20.50","20.60","20.30","20.50","+0.05","40",
"105/05/11","80,001","1,648,870","21.10","21.10","20.40","20.40","-0.10","50",
"105/05/12","55,001","1,112,770","20.50","20.60","20.10","20.20","-0.20","38",
"105/05/13","62,000","1,243,600","20.00","20.20","19.90","20.10","-0.10","46",
"105/05/16","141,000","2,864,050","19.90","20.75","19.80","20.40","+0.30","83",
"105/05/17","68,001","1,404,720","20.50","20.85","20.40","20.75","+0.35","45",
"105/05/18","292,487","6,328,898","20.70","22.45","20.70","21.30","+0.55","189",
"105/05/19","141,600","3,029,349","21.40","22.10","21.00","21.05","-0.25","107",
"105/05/20","56,002","1,187,794","21.20","21.50","21.00","21.25","+0.20","48",
"105/05/23","66,100","1,422,810","21.00","21.80","21.00","21.45","+0.20","60",
"105/05/24","60,100","1,289,945","21.70","21.70","21.30","21.45"," 0.00","47",
"105/05/25","92,002","1,998,495","21.70","21.90","21.50","21.50","+0.05","64",
"105/05/26","45,001","964,822","21.55","21.60","21.25","21.25","-0.25","36",
"105/05/27","75,002","1,588,144","21.35","21.40","21.00","21.05","-0.20","42",
"105/05/30","164,006","3,551,682","21.15","21.85","21.15","21.60","+0.55","125",
"105/05/31","96,077","2,070,239","21.90","21.90","21.25","21.45","-0.15","61",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

