"10402る 1783 ㎝眃ネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/02/02","69,031","2,438,085","35.85","36.05","35.00","35.00","-0.75","56",
"104/02/03","75,001","2,599,587","35.00","35.20","34.30","34.75","-0.25","57",
"104/02/04","101,001","3,472,136","35.00","35.00","34.00","34.30","-0.45","72",
"104/02/05","137,005","4,677,830","34.50","34.80","34.00","34.05","-0.25","86",
"104/02/06","98,005","3,341,325","34.30","34.30","34.00","34.00","-0.05","71",
"104/02/09","87,003","2,956,558","34.00","34.30","33.80","33.95","-0.05","54",
"104/02/10","58,005","1,963,322","33.50","34.00","33.50","33.80","-0.15","51",
"104/02/11","78,039","2,643,704","34.00","34.35","33.60","33.70","-0.10","76",
"104/02/12","78,004","2,619,040","33.70","33.80","33.50","33.60","-0.10","63",
"104/02/13","129,004","4,297,990","33.60","33.60","33.10","33.25","-0.35","104",
"104/02/24","83,014","2,859,743","35.50","35.50","34.00","34.10","+0.85","75",
"104/02/25","98,009","3,322,774","34.10","34.40","33.65","33.80","-0.30","78",
"104/02/26","133,012","4,547,282","33.80","34.50","33.80","34.30","+0.50","105",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

