"10405る 1783 ㎝眃ネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/05/04","273,006","9,827,260","37.00","37.00","35.80","35.85","-0.90","197",
"104/05/05","407,000","14,143,050","35.20","35.75","33.80","35.15","-0.70","273",
"104/05/06","125,000","4,409,450","34.80","35.85","34.65","35.15"," 0.00","83",
"104/05/07","149,000","5,227,800","35.00","36.00","34.70","34.70","-0.45","110",
"104/05/08","104,002","3,572,374","34.80","35.40","34.00","34.30","-0.40","84",
"104/05/11","422,001","13,727,036","34.50","34.50","32.00","32.20","-2.10","226",
"104/05/12","224,020","7,029,971","32.00","32.00","31.10","31.50","-0.70","160",
"104/05/13","128,000","4,043,650","31.20","31.80","31.20","31.65","+0.15","91",
"104/05/14","171,000","5,486,550","31.65","32.80","31.65","31.85","+0.20","106",
"104/05/15","116,006","3,700,354","31.70","32.25","31.70","31.80","-0.05","83",
"104/05/18","607,008","18,101,922","31.80","31.80","29.60","29.60","-2.20","330",
"104/05/19","334,474","9,582,596","27.65","29.55","27.65","29.00","-0.60","276",
"104/05/20","123,000","3,620,750","29.10","30.00","29.10","29.15","+0.15","92",
"104/05/21","139,002","4,061,408","29.15","29.60","29.00","29.10","-0.05","82",
"104/05/22","131,000","3,866,000","29.10","29.75","29.10","29.30","+0.20","99",
"104/05/25","153,000","4,556,150","29.40","30.40","29.40","29.70","+0.40","83",
"104/05/26","233,000","6,998,850","30.20","30.50","29.10","30.30","+0.60","129",
"104/05/27","158,001","4,807,980","30.30","30.90","29.90","30.10","-0.20","72",
"104/05/28","193,005","5,896,350","30.15","31.00","29.90","30.40","+0.30","105",
"104/05/29","197,000","5,935,000","30.60","30.70","29.60","29.70","-0.70","135",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

