"10401る 1783 ㎝眃ネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","159,002","6,431,886","40.90","40.90","40.00","40.35","-0.45","110",
"104/01/06","150,000","5,974,800","40.35","40.35","39.60","39.70","-0.65","112",
"104/01/07","59,074","2,353,363","40.00","40.00","39.70","39.70"," 0.00","53",
"104/01/08","174,003","6,868,076","40.05","40.05","39.05","39.50","-0.20","146",
"104/01/09","104,005","4,120,410","39.90","40.00","39.20","39.60","+0.10","85",
"104/01/12","136,005","5,378,310","39.80","40.00","39.15","39.50","-0.10","99",
"104/01/13","119,003","4,735,226","39.60","40.30","39.25","39.40","-0.10","81",
"104/01/14","72,003","2,830,023","39.50","39.65","39.20","39.25","-0.15","51",
"104/01/15","108,004","4,224,464","39.30","39.45","39.00","39.45","+0.20","77",
"104/01/16","171,004","6,604,414","39.45","39.45","38.20","38.30","-1.15","139",
"104/01/19","629,106","23,066,217","38.50","38.60","35.65","35.70","-2.60","407",
"104/01/20","323,003","11,594,964","35.70","36.35","35.50","35.90","+0.20","217",
"104/01/21","533,532","18,248,969","33.50","35.65","33.50","34.05","-1.85","348",
"104/01/22","181,054","6,291,385","34.30","35.00","34.30","34.90","+0.85","149",
"104/01/23","306,061","11,013,567","35.30","36.55","35.25","36.45","+1.55","238",
"104/01/26","110,003","3,969,214","36.50","36.70","35.70","35.85","-0.60","67",
"104/01/27","172,000","6,224,548","36.05","36.80","35.95","36.50","+0.65","111",
"104/01/28","107,113","3,863,195","36.40","36.40","35.90","35.90","-0.60","64",
"104/01/29","131,388","4,755,619","36.80","36.80","35.95","36.25","+0.35","100",
"104/01/30","55,005","1,973,835","36.30","36.40","35.70","35.75","-0.50","55",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

