"10410る 2727 珇             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","103,505","18,596,143","180.00","181.50","178.00","179.50","+3.00","102",
"104/10/02","332,227","64,007,719","179.00","197.00","179.00","197.00","+17.50","281",
"104/10/05","604,964","119,469,531","202.50","205.00","192.00","192.00","-5.00","536",
"104/10/06","386,542","75,948,648","193.00","200.50","193.00","195.00","+3.00","351",
"104/10/07","285,865","56,032,739","195.00","199.50","193.00","195.00"," 0.00","254",
"104/10/08","234,221","45,457,990","196.50","198.50","191.00","191.00","-4.00","213",
"104/10/12","138,988","26,255,232","189.50","190.00","188.00","188.50","-2.50","149",
"104/10/13","142,862","27,072,348","188.50","193.00","187.00","189.50","+1.00","141",
"104/10/14","100,810","19,219,900","189.50","192.00","189.50","190.50","+1.00","101",
"104/10/15","109,427","21,050,557","192.00","194.50","190.50","191.50","+1.00","103",
"104/10/16","123,783","23,838,227","191.50","194.00","191.50","193.50","+2.00","97",
"104/10/19","126,911","24,502,823","194.00","194.50","191.50","194.00","+0.50","120",
"104/10/20","252,484","49,439,848","194.50","198.00","194.00","198.00","+4.00","262",
"104/10/21","231,029","44,977,097","198.00","198.00","193.00","193.00","-5.00","219",
"104/10/22","157,580","30,162,780","192.00","193.50","190.00","190.00","-3.00","126",
"104/10/23","193,947","36,956,430","191.50","192.00","189.00","190.50","+0.50","177",
"104/10/26","61,892","11,869,707","192.50","193.00","191.00","192.50","+2.00","72",
"104/10/27","104,595","20,255,835","193.00","195.00","192.50","193.00","+0.50","103",
"104/10/28","125,804","24,142,956","194.00","194.50","189.00","189.00","-4.00","114",
"104/10/29","107,507","20,402,309","190.00","191.00","188.50","188.50","-0.50","98",
"104/10/30","99,132","18,663,381","188.50","189.50","186.00","189.50","+1.00","111",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

