"10408る 2727 珇             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/08/03","70,431","18,034,911","256.00","260.00","251.50","255.50","-3.00","77",
"104/08/04","123,075","30,874,634","254.50","257.00","244.00","247.00","-8.50","132",
"104/08/05","110,388","27,463,336","247.00","252.50","246.50","246.50","-0.50","114",
"104/08/06","71,769","17,614,443","248.00","248.50","243.00","247.00","+0.50","84",
"104/08/07","71,432","17,471,624","247.00","247.00","243.00","243.00","-4.00","78",
"104/08/10","525,256","118,272,480","238.00","238.00","220.50","225.50","-17.50","493",
"104/08/11","655,084","140,946,088","225.50","227.00","207.50","209.50","-16.00","609",
"104/08/12","493,922","101,512,276","205.50","211.00","201.00","207.50","-2.00","484",
"104/08/13","241,745","49,242,735","208.00","208.50","201.50","202.00","-5.50","246",
"104/08/14","537,219","104,770,215","202.00","204.00","188.00","190.00","-12.00","531",
"104/08/17","542,747","99,158,713","189.50","189.50","179.00","179.00","-11.00","587",
"104/08/18","589,458","107,408,814","173.00","189.00","173.00","184.00","+5.00","599",
"104/08/19","317,263","57,815,232","183.50","183.50","180.50","182.50","-1.50","330",
"104/08/20","297,108","54,948,423","184.00","188.00","183.00","184.50","+2.00","274",
"104/08/21","524,096","92,852,800","182.50","182.50","174.50","175.00","-9.50","493",
"104/08/24","549,777","90,561,873","170.00","171.50","158.00","158.50","-16.50","483",
"104/08/25","471,142","78,078,920","155.50","173.00","154.00","169.50","+11.00","447",
"104/08/26","340,817","58,632,108","169.00","174.50","165.00","172.50","+3.00","366",
"104/08/27","385,311","67,296,169","175.00","180.00","171.00","180.00","+7.50","396",
"104/08/28","202,972","36,739,995","182.00","184.00","178.00","178.50","-1.50","209",
"104/08/31","160,420","28,243,705","175.00","180.00","174.50","175.50","-3.00","161",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

