"10403る 2727 珇             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","176,382","48,883,578","279.00","279.00","276.50","276.50","-2.50","174",
"104/03/03","173,313","47,734,701","276.50","276.50","274.50","275.00","-1.50","188",
"104/03/04","117,795","32,408,715","275.00","276.00","274.00","275.50","+0.50","105",
"104/03/05","81,033","22,276,108","275.50","275.50","274.50","274.50","-1.00","107",
"104/03/06","131,109","36,043,193","275.00","276.00","274.00","276.00","+1.50","158",
"104/03/09","483,587","131,586,624","274.00","274.50","269.50","272.50","-3.50","390",
"104/03/10","905,171","238,204,052","272.00","272.00","258.00","260.50","-12.00","843",
"104/03/11","575,757","147,921,820","264.00","264.00","255.50","256.00","-4.50","557",
"104/03/12","413,740","105,917,297","258.00","259.00","254.00","255.50","-0.50","442",
"104/03/13","256,434","65,997,906","255.00","259.50","254.50","259.00","+3.50","296",
"104/03/16","209,321","53,494,009","257.00","257.00","255.00","255.00","-4.00","231",
"104/03/17","417,308","104,791,808","255.00","256.00","250.00","250.00","-5.00","427",
"104/03/18","149,947","37,594,144","250.00","251.50","250.00","250.00"," 0.00","155",
"104/03/19","151,742","38,134,484","251.00","252.00","250.50","250.50","+0.50","174",
"104/03/20","482,804","118,854,171","250.50","251.00","244.50","245.00","-5.50","487",
"104/03/23","496,567","119,319,580","245.00","246.00","238.00","239.50","-5.50","520",
"104/03/24","300,737","73,275,429","239.50","246.00","239.50","244.50","+5.00","297",
"104/03/25","151,667","36,952,076","244.50","246.50","242.00","243.50","-1.00","172",
"104/03/26","170,899","41,559,699","243.00","244.50","241.00","244.00","+0.50","167",
"104/03/27","172,896","42,064,020","244.00","245.00","242.00","243.50","-0.50","157",
"104/03/30","137,825","33,281,061","242.50","243.00","240.50","240.50","-3.00","128",
"104/03/31","440,187","108,471,563","240.50","249.50","240.00","249.00","+8.50","411",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

