"10501る 2727 珇             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","205,792","32,818,136","161.00","161.00","158.00","158.00","-3.50","165",
"105/01/05","202,684","31,514,861","156.50","158.00","154.00","154.50","-3.50","184",
"105/01/06","233,700","35,520,049","156.50","156.50","150.50","151.50","-3.00","171",
"105/01/07","225,120","33,455,680","151.50","151.50","147.00","147.50","-4.00","191",
"105/01/08","173,303","25,841,601","148.00","150.50","147.00","150.00","+2.50","151",
"105/01/11","222,601","32,865,448","148.50","149.50","146.50","147.50","-2.50","173",
"105/01/12","395,158","56,423,594","149.00","149.00","135.00","138.00","-9.50","330",
"105/01/13","279,943","39,197,020","139.50","143.50","138.00","139.00","+1.00","233",
"105/01/14","345,392","45,975,312","138.50","138.50","130.00","132.50","-6.50","306",
"105/01/15","244,438","32,797,568","135.00","136.50","133.00","133.00","+0.50","183",
"105/01/18","369,287","49,570,606","131.50","137.50","127.00","135.50","+2.50","251",
"105/01/19","408,116","54,078,160","134.00","135.00","130.50","132.00","-3.50","317",
"105/01/20","269,521","34,913,730","131.00","131.00","128.00","128.00","-4.00","247",
"105/01/21","391,538","51,535,516","128.00","135.50","128.00","130.00","+2.00","323",
"105/01/22","176,250","23,290,622","133.50","133.50","130.50","132.00","+2.00","151",
"105/01/25","221,889","29,858,069","132.00","136.50","132.00","133.50","+1.50","181",
"105/01/26","102,450","13,537,350","133.50","133.50","131.50","132.00","-1.50","99",
"105/01/27","219,916","29,631,660","132.00","136.00","132.00","134.50","+2.50","214",
"105/01/28","129,363","17,511,868","135.00","136.50","134.50","135.50","+1.00","119",
"105/01/29","201,656","27,791,184","135.50","139.50","135.50","139.00","+3.50","192",
"105/01/30","137,256","19,352,478","140.00","142.50","139.50","142.50","+3.50","118",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

