"10405る 2727 珇             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/05/04","232,746","64,775,634","278.00","279.50","276.00","278.50","X0.00","220",
"104/05/05","199,238","54,673,474","279.00","279.50","270.00","272.00","-6.50","217",
"104/05/06","267,100","71,274,642","271.00","272.00","265.00","265.50","-6.50","260",
"104/05/07","268,232","69,969,088","265.50","265.50","257.00","257.00","-8.50","292",
"104/05/08","154,459","40,086,799","257.00","261.50","257.00","260.00","+3.00","142",
"104/05/11","721,038","193,473,070","265.00","272.00","264.50","265.00","+5.00","617",
"104/05/12","254,032","68,156,012","266.50","271.50","266.00","266.50","+1.50","240",
"104/05/13","137,207","36,828,577","266.50","270.00","266.00","269.00","+2.50","150",
"104/05/14","195,601","52,712,270","269.00","270.50","267.50","268.00","-1.00","162",
"104/05/15","72,944","19,552,992","269.00","270.00","266.50","268.00"," 0.00","93",
"104/05/18","194,895","50,978,990","268.00","268.00","259.00","259.00","-9.00","204",
"104/05/19","192,642","50,363,523","260.00","263.00","259.00","262.00","+3.00","190",
"104/05/20","177,878","47,182,486","262.00","268.00","262.00","268.00","+6.00","172",
"104/05/21","90,478","24,103,148","265.00","268.00","264.00","266.00","-2.00","89",
"104/05/22","165,759","44,402,790","265.00","270.00","265.00","269.00","+3.00","151",
"104/05/25","219,195","59,492,040","269.00","274.00","266.50","274.00","+5.00","227",
"104/05/26","174,814","47,986,440","274.00","275.50","272.00","275.00","+1.00","174",
"104/05/27","556,552","156,790,320","275.00","288.50","275.00","286.00","+11.00","498",
"104/05/28","416,111","118,473,965","286.00","287.50","280.50","284.50","-1.50","393",
"104/05/29","146,148","41,545,384","285.00","285.50","282.50","285.00","+0.50","171",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

