"10503る 2722 甃常             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","24,740","1,114,100","45.50","45.50","45.00","45.00","-0.70","16",
"105/03/02","2,872","129,240","45.00","45.00","45.00","45.00"," 0.00","9",
"105/03/03","9,076","407,012","44.90","45.10","44.55","44.90","-0.10","10",
"105/03/04","242","10,817","--","--","--","--"," 0.00","1",
"105/03/07","10,825","485,483","44.90","45.00","44.65","44.85","X0.00","17",
"105/03/08","7,237","326,241","44.80","45.40","44.80","45.40","+0.55","7",
"105/03/09","18,527","834,761","45.00","45.40","45.00","45.40"," 0.00","19",
"105/03/10","1,363","61,752","45.40","45.40","45.40","45.40"," 0.00","3",
"105/03/11","8,838","400,216","45.00","45.65","45.00","45.40"," 0.00","10",
"105/03/14","1,772","79,712","45.05","45.05","45.05","45.05","-0.35","3",
"105/03/15","11,002","495,489","45.05","45.30","45.00","45.00","-0.05","11",
"105/03/16","15,070","678,143","45.00","45.25","44.75","45.20","+0.20","12",
"105/03/17","2,000","90,400","45.20","45.20","45.20","45.20"," 0.00","2",
"105/03/18","3,000","135,900","45.20","45.35","45.20","45.35","+0.15","3",
"105/03/21","5,588","251,561","45.05","45.05","45.05","45.05","-0.30","9",
"105/03/22","19,305","866,654","45.00","45.20","44.70","45.10","+0.05","20",
"105/03/23","4,268","192,582","44.95","45.20","44.95","45.20","+0.10","5",
"105/03/24","11,003","499,235","45.20","45.60","45.00","45.40","+0.20","11",
"105/03/25","3,409","154,455","45.35","45.35","45.35","45.35","-0.05","5",
"105/03/28","7,500","339,049","45.30","45.30","45.10","45.30","-0.05","9",
"105/03/29","2,000","90,800","45.40","45.40","45.40","45.40","+0.10","2",
"105/03/30","7,000","316,050","45.15","45.25","45.10","45.25","-0.15","7",
"105/03/31","42,294","1,921,188","45.90","45.90","45.10","45.45","+0.20","22",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

