"10401る 2722 甃常             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","16,808","752,443","46.00","46.00","44.60","44.70","-1.30","16",
"104/01/06","5,000","223,500","44.70","44.70","44.70","44.70"," 0.00","5",
"104/01/07","3,204","143,778","44.90","44.90","44.90","44.90","+0.20","5",
"104/01/08","12,000","536,500","44.90","45.00","44.35","44.35","-0.55","11",
"104/01/09","3,000","132,700","44.35","44.35","44.00","44.00","-0.35","3",
"104/01/12","12,054","530,357","44.00","44.00","44.00","44.00"," 0.00","8",
"104/01/13","10,442","460,398","44.00","44.45","43.95","43.95","-0.05","15",
"104/01/14","9,315","409,681","44.00","44.00","43.95","44.00","+0.05","10",
"104/01/15","5,573","244,261","43.70","44.10","43.70","44.00"," 0.00","8",
"104/01/16","19,156","841,411","44.00","44.00","43.75","43.75","-0.25","21",
"104/01/19","15,630","685,117","43.80","44.00","43.80","44.00","+0.25","9",
"104/01/20","14,000","615,750","44.00","44.30","43.70","44.25","+0.25","13",
"104/01/21","6,315","279,312","44.25","44.25","44.25","44.25"," 0.00","7",
"104/01/22","2,949","129,716","43.90","44.25","43.90","44.25"," 0.00","6",
"104/01/23","19,059","838,696","44.25","44.25","43.90","43.90","-0.35","18",
"104/01/26","24,100","1,058,120","43.90","44.40","43.75","43.80","-0.10","19",
"104/01/27","177,594","7,879,144","43.85","44.55","43.75","44.40","+0.60","30",
"104/01/28","213,425","9,506,255","45.00","45.00","44.25","44.25","-0.15","21",
"104/01/29","232,199","10,354,154","44.25","44.65","44.25","44.60","+0.35","14",
"104/01/30","42,157","1,874,547","44.60","44.90","44.10","44.65","+0.05","24",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

