"10502る 2722 甃常             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/02/01","293","13,008","--","--","--","--"," 0.00","3",
"105/02/02","2,167","96,764","44.50","44.85","44.50","44.85","X0.00","3",
"105/02/03","3,551","159,261","44.85","44.85","44.85","44.85"," 0.00","7",
"105/02/15","17,715","793,767","44.80","44.90","44.80","44.80","-0.05","16",
"105/02/16","4,470","200,212","45.00","45.00","44.65","44.80"," 0.00","6",
"105/02/17","4,000","179,450","44.90","44.90","44.80","44.80"," 0.00","4",
"105/02/18","4,584","205,166","44.80","44.85","44.70","44.85","+0.05","7",
"105/02/19","2,589","115,969","44.85","44.85","44.85","44.85"," 0.00","3",
"105/02/22","6,595","295,205","44.65","44.95","44.60","44.95","+0.10","10",
"105/02/23","5,100","229,045","44.85","44.95","44.85","44.95"," 0.00","5",
"105/02/24","6,411","288,030","44.95","44.95","44.95","44.95"," 0.00","5",
"105/02/25","6,377","286,095","44.55","44.95","44.55","44.95"," 0.00","6",
"105/02/26","62,925","2,865,952","44.80","45.80","44.80","45.70","+0.75","46",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

