"10410る 2722 甃常             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","4,509","202,150","44.95","44.95","44.60","44.60","-0.35","8",
"104/10/02","1,179","52,547","44.60","44.60","44.60","44.60"," 0.00","2",
"104/10/05","0","0","--","--","--","--"," 0.00","0",
"104/10/06","4,050","180,775","44.65","44.65","44.60","44.60","X0.00","5",
"104/10/07","7,100","317,609","44.55","44.95","44.55","44.60"," 0.00","11",
"104/10/08","6,943","309,759","44.65","44.65","44.60","44.60"," 0.00","10",
"104/10/12","4,107","183,061","44.60","44.60","44.55","44.55","-0.05","6",
"104/10/13","6,294","280,179","44.55","44.55","44.50","44.50","-0.05","9",
"104/10/14","156","6,871","--","--","--","--"," 0.00","1",
"104/10/15","4,002","180,339","44.85","45.20","44.85","45.00","X0.00","5",
"104/10/16","8,000","357,450","44.50","44.95","44.50","44.60","-0.40","8",
"104/10/19","5,000","224,050","44.65","44.90","44.65","44.70","+0.10","4",
"104/10/20","117","5,206","--","--","--","--"," 0.00","1",
"104/10/21","5,296","236,621","44.50","44.95","44.50","44.95","X0.00","8",
"104/10/22","17,280","771,338","44.55","44.95","44.25","44.95"," 0.00","17",
"104/10/23","5,057","227,386","45.00","45.00","44.95","44.95"," 0.00","5",
"104/10/26","5,070","227,315","44.90","44.90","44.60","44.90","-0.05","5",
"104/10/27","32,937","1,469,496","44.55","45.00","44.45","44.90"," 0.00","31",
"104/10/28","70","2,831","--","--","--","--"," 0.00","1",
"104/10/29","10,140","455,144","44.60","45.00","44.60","45.00","X0.00","11",
"104/10/30","36,053","1,630,050","44.90","45.40","44.60","45.30","+0.30","24",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

