"10501る 2722 甃常             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","2,493","112,887","46.30","46.30","44.75","44.75","-1.70","7",
"105/01/05","0","0","--","--","--","--"," 0.00","0",
"105/01/06","2,000","89,500","44.75","44.75","44.75","44.75","X0.00","2",
"105/01/07","4,200","188,300","44.55","44.95","44.55","44.95","+0.20","6",
"105/01/08","0","0","--","--","--","--"," 0.00","0",
"105/01/11","7,771","347,530","44.95","44.95","44.55","44.85","X0.00","10",
"105/01/12","4,067","181,768","44.75","44.80","44.55","44.70","-0.15","5",
"105/01/13","18,000","802,800","44.35","44.70","44.35","44.70"," 0.00","14",
"105/01/14","14,057","626,725","44.50","44.65","44.50","44.65","-0.05","11",
"105/01/15","8,050","361,022","44.85","44.85","44.85","44.85","+0.20","5",
"105/01/18","33,540","1,493,891","44.45","44.85","44.40","44.70","-0.15","31",
"105/01/19","4,000","178,800","44.70","44.70","44.70","44.70"," 0.00","4",
"105/01/20","12,000","534,800","44.30","44.65","44.30","44.65","-0.05","6",
"105/01/21","10,146","452,276","44.40","44.70","44.40","44.70","+0.05","12",
"105/01/22","0","0","--","--","--","--"," 0.00","0",
"105/01/25","9,000","401,450","44.60","44.80","44.50","44.80","X0.00","9",
"105/01/26","1,000","44,900","44.90","44.90","44.90","44.90","+0.10","1",
"105/01/27","5,321","238,334","44.60","44.95","44.60","44.95","+0.05","3",
"105/01/28","2,000","89,900","44.95","44.95","44.95","44.95"," 0.00","2",
"105/01/29","280","12,474","--","--","--","--"," 0.00","1",
"105/01/30","9,477","426,431","45.40","45.40","44.70","44.70","X0.00","9",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

