"10506る 2739 碒             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","470,500","21,753,197","45.10","46.80","45.10","46.20","+0.80","342",
"105/06/02","349,566","16,096,613","46.50","46.80","45.55","45.95","-0.25","264",
"105/06/03","256,700","11,718,315","46.15","46.25","45.45","45.60","-0.35","187",
"105/06/04","225,602","10,375,851","45.85","46.30","45.45","46.00","+0.40","164",
"105/06/06","219,272","10,031,256","45.70","46.15","45.60","45.70","-0.30","146",
"105/06/07","261,900","11,845,599","45.15","45.50","45.00","45.20","-0.50","182",
"105/06/08","166,600","7,551,690","45.40","45.60","45.15","45.20"," 0.00","123",
"105/06/13","206,511","9,148,484","45.20","45.20","44.00","44.20","-1.00","177",
"105/06/14","246,200","10,779,488","44.20","44.55","43.45","43.70","-0.50","189",
"105/06/15","287,800","12,389,700","43.70","43.70","42.85","42.95","-0.75","221",
"105/06/16","258,400","11,026,589","42.95","43.20","42.40","42.40","-0.55","188",
"105/06/17","172,300","7,347,949","42.70","42.80","42.35","42.50","+0.10","135",
"105/06/20","341,804","14,565,098","42.50","42.85","42.50","42.70","+0.20","211",
"105/06/21","570,824","24,461,232","42.80","42.95","42.65","42.90","+0.20","344",
"105/06/22","313,600","12,862,368","40.85","41.25","40.80","40.95","X0.00","225",
"105/06/23","247,472","10,062,402","40.95","41.20","40.35","41.20","+0.25","168",
"105/06/24","285,574","11,446,979","41.20","41.20","39.50","40.15","-1.05","216",
"105/06/27","105,268","4,185,820","39.50","40.10","39.20","40.00","-0.15","86",
"105/06/28","145,644","5,827,310","39.95","40.50","39.50","40.00"," 0.00","103",
"105/06/29","345,100","13,930,640","40.00","40.90","39.95","40.90","+0.90","251",
"105/06/30","319,500","13,179,773","40.90","41.90","40.50","41.60","+0.70","182",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

