"10407る 1762 いてネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/07/01","302,001","9,284,631","30.10","31.00","30.05","30.80","+0.60","173",
"104/07/02","394,001","12,442,782","31.05","31.95","31.00","31.40","+0.60","260",
"104/07/03","244,585","7,684,313","31.60","31.80","31.25","31.60","+0.20","152",
"104/07/06","1,457,099","48,580,766","31.70","34.75","31.65","34.00","+2.40","936",
"104/07/07","695,000","23,399,000","34.00","34.35","33.20","33.65","-0.35","450",
"104/07/08","460,001","15,047,235","33.50","33.95","31.70","31.75","-1.90","325",
"104/07/09","606,301","19,856,908","31.75","33.60","31.00","33.00","+1.25","457",
"104/07/13","1,873,010","66,156,510","33.90","36.15","33.90","36.00","+3.00","1,180",
"104/07/14","1,202,478","43,235,377","36.50","36.80","35.05","35.30","-0.70","789",
"104/07/15","487,001","17,303,835","35.70","35.90","35.10","35.30"," 0.00","322",
"104/07/16","934,113","33,732,316","35.50","36.80","35.50","36.20","+0.90","571",
"104/07/17","828,286","30,205,974","36.00","37.00","35.80","36.15","-0.05","526",
"104/07/20","694,500","24,620,049","36.15","36.30","34.60","35.20","-0.95","402",
"104/07/21","417,001","14,377,236","35.00","35.00","34.10","34.30","-0.90","246",
"104/07/22","391,909","13,468,599","34.30","34.90","34.10","34.10","-0.20","259",
"104/07/23","516,101","17,199,393","33.80","34.00","32.65","33.45","X0.00","323",
"104/07/24","338,100","11,023,145","33.25","33.60","32.30","32.40","-1.05","208",
"104/07/27","510,010","15,931,823","31.65","32.15","30.50","31.05","-1.35","308",
"104/07/28","252,001","7,790,881","30.90","31.45","30.45","30.65","-0.40","177",
"104/07/29","284,001","8,880,883","31.10","31.95","30.75","31.50","+0.85","198",
"104/07/30","169,102","5,343,862","31.90","31.90","31.30","31.30","-0.20","136",
"104/07/31","174,002","5,431,062","31.30","31.45","31.10","31.30"," 0.00","105",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

