"10506る 1762 いてネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","275,002","9,726,024","35.30","35.65","35.10","35.20","+0.20","174",
"105/06/02","143,248","4,993,105","35.30","35.45","34.50","34.50","-0.70","106",
"105/06/03","202,000","6,979,900","34.45","34.95","34.15","34.15","-0.35","145",
"105/06/04","141,000","4,855,150","34.25","34.70","34.25","34.50","+0.35","110",
"105/06/06","177,104","6,013,682","34.50","34.50","33.70","33.75","-0.75","129",
"105/06/07","126,001","4,250,584","33.70","34.05","33.40","33.80","+0.05","91",
"105/06/08","159,209","5,352,994","34.00","34.20","33.40","33.65","-0.15","113",
"105/06/13","223,021","7,322,293","33.35","33.50","32.50","32.50","-1.15","187",
"105/06/14","272,594","8,878,223","32.50","32.80","32.50","32.50"," 0.00","154",
"105/06/15","343,002","11,118,366","32.50","32.60","32.30","32.55","+0.05","207",
"105/06/16","128,003","4,152,405","32.55","32.70","32.30","32.30","-0.25","97",
"105/06/17","198,000","6,394,600","32.55","32.55","32.05","32.05","-0.25","162",
"105/06/20","240,008","7,703,756","32.10","32.30","31.90","32.10","+0.05","142",
"105/06/21","289,110","9,295,469","32.05","32.45","32.00","32.15","+0.05","181",
"105/06/22","184,002","5,941,570","32.55","32.60","32.05","32.20","+0.05","113",
"105/06/23","255,308","8,236,993","32.20","32.45","32.15","32.20"," 0.00","146",
"105/06/24","489,287","15,434,934","32.20","32.25","30.95","31.25","-0.95","323",
"105/06/27","336,000","10,430,500","30.90","31.25","30.90","30.95","-0.30","198",
"105/06/28","341,006","10,635,354","31.00","31.40","30.80","31.15","+0.20","202",
"105/06/29","287,145","9,034,030","31.50","31.60","31.25","31.45","+0.30","161",
"105/06/30","299,004","9,410,836","31.45","31.75","31.30","31.50","+0.05","186",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

