"10406る 1762 いてネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/06/01","553,790","19,008,663","34.00","35.05","33.50","34.80","+1.10","328",
"104/06/02","571,100","20,037,871","35.20","35.50","34.40","34.50","-0.30","361",
"104/06/03","319,004","10,938,836","34.40","35.00","33.95","34.00","-0.50","229",
"104/06/04","359,000","11,899,050","34.00","34.00","32.10","32.30","-1.70","229",
"104/06/05","232,000","7,517,650","32.65","32.80","31.90","32.60","+0.30","157",
"104/06/08","161,000","5,200,000","32.60","32.70","32.10","32.10","-0.50","106",
"104/06/09","693,500","21,737,249","32.10","32.60","30.00","30.70","-1.40","307",
"104/06/10","158,000","4,910,000","30.70","31.25","30.70","31.20","+0.50","95",
"104/06/11","158,000","4,867,500","31.35","31.35","30.50","30.80","-0.40","109",
"104/06/12","145,000","4,520,250","30.80","31.60","30.80","31.25","+0.45","93",
"104/06/15","178,000","5,512,150","30.90","31.25","30.80","30.95","-0.30","62",
"104/06/16","159,000","4,851,350","30.90","30.90","30.30","30.50","-0.45","95",
"104/06/17","164,000","5,036,550","30.50","30.90","30.50","30.80","+0.30","89",
"104/06/18","92,001","2,836,233","30.80","31.15","30.65","30.90","+0.10","65",
"104/06/22","160,002","4,959,163","30.90","31.20","30.75","31.15","+0.25","99",
"104/06/23","158,000","4,928,550","31.20","31.30","31.05","31.05","-0.10","96",
"104/06/24","118,002","3,659,918","31.25","31.25","30.80","30.95","-0.10","84",
"104/06/25","159,000","4,921,300","30.80","31.10","30.80","31.00","+0.05","64",
"104/06/26","76,000","2,346,900","30.80","31.20","30.80","30.85","-0.15","55",
"104/06/29","175,363","5,347,477","30.60","31.15","30.30","30.30","-0.55","113",
"104/06/30","253,837","7,627,833","30.30","30.30","29.90","30.20","-0.10","157",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

