"10504る 1762 いてネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/04/01","211,035","8,184,250","39.10","39.10","38.50","39.00","+0.10","167",
"105/04/06","169,035","6,501,381","38.60","38.60","38.30","38.45","-0.55","156",
"105/04/07","196,003","7,456,314","38.80","38.90","37.80","38.05","-0.40","138",
"105/04/08","250,001","9,626,590","38.00","38.80","37.80","38.65","+0.60","193",
"105/04/11","559,156","21,272,693","38.80","38.95","37.50","37.75","-0.90","370",
"105/04/12","281,016","10,551,692","37.75","38.30","37.20","37.25","-0.50","189",
"105/04/13","218,187","8,151,405","37.30","37.65","37.25","37.25"," 0.00","154",
"105/04/14","396,519","14,722,103","37.30","37.55","37.00","37.10","-0.15","201",
"105/04/15","247,290","9,079,277","37.10","37.10","36.55","36.60","-0.50","178",
"105/04/18","217,262","7,928,562","36.55","36.80","36.40","36.50","-0.10","128",
"105/04/19","160,250","5,925,637","37.50","37.50","36.70","36.75","+0.25","105",
"105/04/20","201,203","7,292,958","36.80","36.90","36.00","36.00","-0.75","160",
"105/04/21","225,121","8,089,564","36.10","36.30","35.60","35.95","-0.05","133",
"105/04/22","346,100","12,224,153","35.70","36.30","34.35","34.75","-1.20","261",
"105/04/25","242,058","8,526,741","34.50","35.95","34.25","35.45","+0.70","194",
"105/04/26","106,079","3,792,573","35.30","36.10","35.30","35.75","+0.30","85",
"105/04/27","141,001","5,062,138","35.90","36.20","35.50","35.75"," 0.00","99",
"105/04/28","135,001","4,786,539","35.55","35.75","35.15","35.30","-0.45","79",
"105/04/29","146,010","5,117,035","35.05","35.30","35.00","35.10","-0.20","104",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

