"10410る 1762 いてネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","253,124","8,131,993","32.00","32.30","31.95","32.00","+0.15","186",
"104/10/02","229,001","7,356,035","32.00","32.45","31.80","31.85","-0.15","171",
"104/10/05","252,300","8,102,633","32.05","32.25","31.90","32.00","+0.15","160",
"104/10/06","359,001","11,442,935","32.15","32.30","31.60","31.65","-0.35","226",
"104/10/07","1,399,593","46,894,882","32.20","34.25","32.20","33.50","+1.85","869",
"104/10/08","537,140","17,666,598","33.80","33.80","32.50","32.55","-0.95","339",
"104/10/12","310,304","10,143,625","32.75","33.00","32.55","32.70","+0.15","187",
"104/10/13","445,000","14,567,300","32.70","33.10","32.40","32.50","-0.20","269",
"104/10/14","171,005","5,585,125","32.50","32.85","32.50","32.65","+0.15","127",
"104/10/15","228,003","7,450,546","32.65","32.85","32.55","32.60","-0.05","147",
"104/10/16","417,003","13,769,305","32.80","33.35","32.60","32.80","+0.20","287",
"104/10/19","357,009","11,738,556","33.00","33.10","32.60","33.00","+0.20","207",
"104/10/20","850,223","28,579,953","33.10","33.85","32.85","33.70","+0.70","532",
"104/10/21","395,193","13,223,495","33.90","33.95","33.05","33.45","-0.25","236",
"104/10/22","202,000","6,736,450","33.45","33.70","33.10","33.20","-0.25","145",
"104/10/23","450,100","15,124,603","33.50","34.05","33.30","33.30","+0.10","256",
"104/10/26","194,167","6,521,573","33.50","33.90","33.45","33.45","+0.15","130",
"104/10/27","274,002","9,124,072","33.45","33.55","33.10","33.25","-0.20","165",
"104/10/28","641,000","21,709,100","33.80","34.30","33.55","33.70","+0.45","415",
"104/10/29","281,000","9,396,600","33.85","33.90","33.15","33.30","-0.40","195",
"104/10/30","272,000","9,036,700","33.30","33.55","32.95","33.20","-0.10","170",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

