"10405る 1762 いてネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/05/04","295,788","10,677,822","36.10","36.60","35.95","36.00","+0.05","168",
"104/05/05","154,865","5,590,232","36.50","36.50","35.95","36.05","+0.05","111",
"104/05/06","157,316","5,685,406","36.00","36.45","35.95","36.10","+0.05","108",
"104/05/07","148,001","5,342,038","36.20","36.30","35.95","36.00","-0.10","108",
"104/05/08","461,006","16,263,604","36.00","36.00","34.80","34.80","-1.20","295",
"104/05/11","911,248","30,524,942","35.20","35.20","32.70","32.90","-1.90","528",
"104/05/12","383,110","12,345,942","32.50","32.90","31.95","32.10","-0.80","239",
"104/05/13","229,004","7,403,836","32.50","32.70","31.90","32.65","+0.55","153",
"104/05/14","260,012","8,505,508","32.65","33.10","32.35","33.10","+0.45","160",
"104/05/15","721,009","23,587,047","33.40","33.40","32.15","32.25","-0.85","419",
"104/05/18","314,129","10,275,128","32.45","32.95","32.45","32.60","+0.35","238",
"104/05/19","235,036","7,691,774","32.80","32.90","32.50","32.70","+0.10","163",
"104/05/20","245,500","7,971,447","32.70","32.70","32.35","32.40","-0.30","136",
"104/05/21","174,000","5,605,300","32.15","32.40","32.10","32.30","-0.10","113",
"104/05/22","360,322","11,864,412","32.30","33.30","32.25","32.70","+0.40","219",
"104/05/25","275,001","9,073,932","33.30","33.45","32.55","32.60","-0.10","188",
"104/05/26","183,000","5,975,250","32.70","33.05","32.40","32.60"," 0.00","112",
"104/05/27","285,001","9,367,284","32.50","33.10","32.50","32.60"," 0.00","149",
"104/05/28","211,000","6,993,000","32.80","33.45","32.80","33.05","+0.45","148",
"104/05/29","594,100","20,089,240","33.10","34.35","32.85","33.70","+0.65","377",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

