"10402る 1762 いてネ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/02/02","45,002","1,465,714","32.60","32.90","32.35","32.35","-0.40","40",
"104/02/03","41,250","1,338,824","32.50","32.50","32.40","32.50","+0.15","36",
"104/02/04","78,001","2,524,384","32.55","32.70","32.15","32.30","-0.20","53",
"104/02/05","93,003","2,993,852","32.30","32.40","32.10","32.15","-0.15","58",
"104/02/06","34,013","1,092,643","32.10","32.25","32.05","32.20","+0.05","40",
"104/02/09","49,006","1,577,454","32.10","32.45","32.05","32.20"," 0.00","53",
"104/02/10","56,004","1,803,786","32.15","32.40","32.10","32.20"," 0.00","41",
"104/02/11","414,190","12,886,083","30.75","31.50","30.75","31.15","-1.05","307",
"104/02/12","135,007","4,179,081","31.15","31.15","30.85","30.85","-0.30","95",
"104/02/13","74,007","2,293,331","30.90","31.20","30.80","31.05","+0.20","58",
"104/02/24","27,542","861,718","31.20","31.40","31.20","31.30","+0.25","38",
"104/02/25","50,101","1,556,940","31.30","31.30","30.90","31.00","-0.30","53",
"104/02/26","59,013","1,848,879","31.00","31.45","31.00","31.45","+0.45","61",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

