"10505る 1701 いて             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","159,535","2,971,996","18.70","18.75","18.55","18.60","-0.10","91",
"105/05/04","385,291","7,092,983","18.60","18.65","18.25","18.40","-0.20","168",
"105/05/05","407,052","7,392,251","18.45","18.45","18.00","18.15","-0.25","208",
"105/05/06","210,226","3,829,933","18.15","18.30","18.15","18.30","+0.15","105",
"105/05/09","152,655","2,770,190","18.30","18.30","18.00","18.10","-0.20","83",
"105/05/10","71,002","1,290,036","18.10","18.25","18.10","18.25","+0.15","53",
"105/05/11","186,307","3,392,140","18.35","18.40","18.10","18.10","-0.15","83",
"105/05/12","173,081","3,133,212","18.10","18.15","18.05","18.05","-0.05","93",
"105/05/13","369,853","6,632,857","18.05","18.05","17.85","17.85","-0.20","169",
"105/05/16","196,152","3,505,036","17.90","18.05","17.75","18.00","+0.15","96",
"105/05/17","214,067","3,892,262","18.10","18.30","18.10","18.15","+0.15","127",
"105/05/18","232,188","4,216,561","18.20","18.25","18.10","18.15"," 0.00","125",
"105/05/19","185,030","3,345,141","18.15","18.15","18.00","18.10","-0.05","94",
"105/05/20","151,157","2,758,206","18.10","18.40","18.10","18.20","+0.10","88",
"105/05/23","360,038","6,625,644","18.20","18.55","18.20","18.45","+0.25","195",
"105/05/24","160,242","2,955,123","18.45","18.55","18.40","18.45"," 0.00","101",
"105/05/25","291,011","5,405,748","18.55","18.65","18.50","18.55","+0.10","159",
"105/05/26","166,206","3,088,810","18.60","18.65","18.55","18.60","+0.05","106",
"105/05/27","129,885","2,425,519","18.60","18.75","18.60","18.65","+0.05","83",
"105/05/30","302,241","5,691,857","18.85","18.90","18.70","18.85","+0.20","174",
"105/05/31","179,289","3,369,020","18.95","18.95","18.70","18.80","-0.05","99",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

