"10406る 1701 いて             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/06/01","635,696","12,711,884","20.05","20.10","19.85","20.05","+0.10","221",
"104/06/02","1,623,673","33,134,474","20.15","20.65","20.15","20.50","+0.45","651",
"104/06/03","841,951","17,203,410","20.50","20.70","20.15","20.25","-0.25","401",
"104/06/04","781,897","15,576,779","20.25","20.30","19.60","19.60","-0.65","400",
"104/06/05","1,135,409","21,957,642","19.75","19.80","19.10","19.25","-0.35","501",
"104/06/08","362,905","6,970,529","19.25","19.35","19.15","19.15","-0.10","193",
"104/06/09","1,217,528","22,771,570","19.10","19.20","18.30","18.45","-0.70","436",
"104/06/10","428,260","7,991,487","18.55","18.75","18.55","18.70","+0.25","193",
"104/06/11","608,739","11,297,821","18.80","18.80","18.35","18.55","-0.15","276",
"104/06/12","288,529","5,375,739","18.55","18.75","18.50","18.70","+0.15","155",
"104/06/15","360,238","6,736,149","18.70","18.80","18.60","18.70"," 0.00","123",
"104/06/16","402,305","7,462,057","18.65","18.70","18.45","18.60","-0.10","144",
"104/06/17","279,077","5,178,515","18.65","18.70","18.45","18.45","-0.15","203",
"104/06/18","152,620","2,829,000","18.50","18.60","18.50","18.55","+0.10","100",
"104/06/22","659,674","12,239,617","18.65","18.70","18.50","18.50","-0.05","254",
"104/06/23","716,447","13,239,823","18.55","18.70","18.35","18.40","-0.10","305",
"104/06/24","307,301","5,675,368","18.40","18.60","18.40","18.60","+0.20","164",
"104/06/25","604,214","11,301,911","18.60","18.85","18.60","18.80","+0.20","237",
"104/06/26","353,908","6,632,829","18.80","18.80","18.65","18.80"," 0.00","147",
"104/06/29","1,013,552","19,281,519","18.85","19.25","18.80","19.10","+0.30","523",
"104/06/30","497,686","9,538,119","19.20","19.30","19.00","19.30","+0.20","211",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

