"10408る 1701 いて             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/08/03","580,499","11,361,578","19.90","19.90","19.45","19.60","-0.10","243",
"104/08/04","548,713","10,255,310","19.00","19.10","18.35","18.55","X0.00","328",
"104/08/05","266,031","4,936,224","18.40","18.70","18.40","18.60","+0.05","149",
"104/08/06","203,500","3,781,298","18.75","18.80","18.40","18.45","-0.15","110",
"104/08/07","219,909","4,080,530","18.35","18.80","18.30","18.75","+0.30","133",
"104/08/10","249,042","4,660,592","18.60","18.90","18.55","18.90","+0.15","141",
"104/08/11","385,002","7,213,138","19.00","19.05","18.55","18.55","-0.35","209",
"104/08/12","561,619","10,213,055","18.50","18.60","17.95","18.20","-0.35","234",
"104/08/13","575,174","10,370,432","18.20","18.40","17.95","18.00","-0.20","257",
"104/08/14","194,778","3,542,918","18.15","18.30","18.05","18.25","+0.25","132",
"104/08/17","256,611","4,655,079","18.25","18.40","18.05","18.15","-0.10","105",
"104/08/18","420,114","7,525,218","18.10","18.15","17.70","17.95","-0.20","204",
"104/08/19","1,236,507","21,236,571","17.70","17.85","16.80","16.90","-1.05","492",
"104/08/20","488,051","8,347,161","17.00","17.25","16.85","17.20","+0.30","288",
"104/08/21","785,541","13,113,947","17.10","17.10","16.40","16.75","-0.45","377",
"104/08/24","2,360,603","36,030,851","15.60","16.35","15.10","15.10","-1.65","818",
"104/08/25","1,021,225","15,401,219","14.80","15.40","14.60","15.30","+0.20","356",
"104/08/26","731,605","11,078,945","15.30","15.35","15.00","15.30"," 0.00","293",
"104/08/27","1,126,577","17,539,208","15.50","15.80","15.35","15.65","+0.35","492",
"104/08/28","718,662","11,506,986","15.85","16.10","15.85","16.10","+0.45","336",
"104/08/31","370,500","5,945,499","16.15","16.20","15.90","16.10"," 0.00","174",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

