"10506る 1701 いて             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","198,007","3,718,776","18.80","18.85","18.70","18.75","-0.05","95",
"105/06/02","171,075","3,197,948","18.75","18.80","18.60","18.65","-0.10","82",
"105/06/03","130,487","2,436,631","18.70","18.75","18.60","18.70","+0.05","73",
"105/06/04","142,103","2,657,290","18.70","18.75","18.65","18.70"," 0.00","29",
"105/06/06","187,100","3,480,153","18.80","18.80","18.50","18.55","-0.15","83",
"105/06/07","250,638","4,645,201","18.60","18.70","18.45","18.55"," 0.00","111",
"105/06/08","82,956","1,537,633","18.45","18.60","18.45","18.55"," 0.00","53",
"105/06/13","208,307","3,843,484","18.55","18.55","18.35","18.35","-0.20","113",
"105/06/14","153,841","2,826,521","18.40","18.45","18.35","18.40","+0.05","74",
"105/06/15","156,202","2,883,195","18.40","18.55","18.40","18.50","+0.10","78",
"105/06/16","114,190","2,115,561","18.55","18.60","18.45","18.50"," 0.00","85",
"105/06/17","202,073","3,750,396","18.60","18.65","18.50","18.50"," 0.00","99",
"105/06/20","114,130","2,116,149","18.50","18.60","18.50","18.55","+0.05","76",
"105/06/21","105,501","1,959,241","18.55","18.60","18.55","18.60","+0.05","65",
"105/06/22","132,740","2,463,872","18.60","18.65","18.50","18.55","-0.05","79",
"105/06/23","237,203","4,403,154","18.60","18.65","18.50","18.50","-0.05","104",
"105/06/24","425,286","7,817,304","18.55","18.60","18.15","18.20","-0.30","183",
"105/06/27","174,001","3,181,918","18.20","18.45","18.15","18.25","+0.05","92",
"105/06/28","104,327","1,906,016","18.25","18.35","18.20","18.30","+0.05","63",
"105/06/29","167,080","3,057,457","18.30","18.35","18.25","18.30"," 0.00","108",
"105/06/30","153,009","2,810,562","18.35","18.45","18.35","18.35","+0.05","102",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

