"10504る 1701 いて             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/04/01","451,072","8,672,884","19.35","19.40","19.10","19.20","-0.15","219",
"105/04/06","313,427","6,002,681","19.20","19.25","19.10","19.10","-0.10","190",
"105/04/07","336,777","6,427,350","19.10","19.20","19.00","19.05","-0.05","118",
"105/04/08","345,142","6,610,982","19.05","19.45","19.00","19.35","+0.30","206",
"105/04/11","303,040","5,849,912","19.35","19.35","19.25","19.25","-0.10","145",
"105/04/12","316,794","6,057,302","19.40","19.40","18.95","19.05","-0.20","143",
"105/04/13","319,992","6,106,248","19.05","19.20","19.00","19.05"," 0.00","136",
"105/04/14","205,605","3,924,574","19.05","19.20","19.00","19.15","+0.10","96",
"105/04/15","198,471","3,785,521","19.25","19.25","19.00","19.10","-0.05","147",
"105/04/18","150,154","2,861,732","19.10","19.20","19.00","19.00","-0.10","71",
"105/04/19","275,240","5,235,343","19.10","19.20","18.95","19.05","+0.05","141",
"105/04/20","257,569","4,885,695","19.05","19.10","18.90","18.90","-0.15","137",
"105/04/21","244,972","4,610,268","19.00","19.00","18.75","18.85","-0.05","126",
"105/04/22","338,004","6,311,972","18.80","18.90","18.60","18.70","-0.15","161",
"105/04/25","156,507","2,953,800","18.70","19.00","18.65","18.90","+0.20","92",
"105/04/26","195,051","3,695,161","19.10","19.10","18.85","18.95","+0.05","97",
"105/04/27","164,615","3,111,909","18.95","19.05","18.80","18.90","-0.05","125",
"105/04/28","207,302","3,901,024","19.00","19.00","18.75","18.80","-0.10","112",
"105/04/29","212,525","3,975,363","18.80","18.80","18.65","18.70","-0.10","105",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

