"10401る 1701 いて             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","273,446","5,585,273","20.40","20.55","20.35","20.40"," 0.00","140",
"104/01/06","451,002","9,116,390","20.40","20.40","20.10","20.15","-0.25","176",
"104/01/07","287,052","5,840,557","20.20","20.45","20.20","20.30","+0.15","161",
"104/01/08","277,206","5,658,940","20.45","20.50","20.30","20.45","+0.15","152",
"104/01/09","757,133","15,599,279","20.45","20.70","20.45","20.65","+0.20","405",
"104/01/12","2,440,260","51,883,908","21.20","21.50","21.00","21.25","+0.60","984",
"104/01/13","1,149,319","24,312,082","21.35","21.40","20.85","20.85","-0.40","490",
"104/01/14","713,998","14,896,001","20.85","21.10","20.80","20.85"," 0.00","297",
"104/01/15","1,046,107","22,200,766","20.90","21.40","20.90","21.15","+0.30","488",
"104/01/16","556,919","11,675,210","21.20","21.25","20.85","20.85","-0.30","293",
"104/01/19","433,827","9,036,580","20.90","21.10","20.60","20.75","-0.10","246",
"104/01/20","1,390,292","28,579,969","20.75","20.85","20.45","20.50","-0.25","404",
"104/01/21","246,200","5,056,864","20.60","20.65","20.45","20.60","+0.10","161",
"104/01/22","236,739","4,874,198","20.75","20.75","20.50","20.60"," 0.00","127",
"104/01/23","341,097","7,021,438","20.70","20.70","20.50","20.55","-0.05","166",
"104/01/26","307,163","6,284,037","20.55","20.70","20.40","20.40","-0.15","151",
"104/01/27","347,670","7,132,481","20.60","20.60","20.45","20.60","+0.20","142",
"104/01/28","150,352","3,078,633","20.60","20.60","20.40","20.55","-0.05","81",
"104/01/29","165,750","3,397,608","20.55","20.60","20.40","20.55"," 0.00","102",
"104/01/30","189,441","3,872,641","20.60","20.60","20.30","20.40","-0.15","124",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

