"10403る 1701 いて             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","417,048","8,471,465","20.40","20.45","20.20","20.20","-0.20","172",
"104/03/03","204,631","4,150,925","20.40","20.40","20.25","20.30","+0.10","93",
"104/03/04","235,210","4,756,037","20.30","20.30","20.20","20.20","-0.10","130",
"104/03/05","326,776","6,612,958","20.30","20.30","20.15","20.25","+0.05","175",
"104/03/06","263,503","5,350,704","20.35","20.40","20.25","20.30","+0.05","150",
"104/03/09","955,244","19,468,103","20.30","20.50","20.30","20.45","+0.15","304",
"104/03/10","216,057","4,406,449","20.50","20.50","20.30","20.30","-0.15","133",
"104/03/11","223,286","4,536,557","20.30","20.45","20.25","20.25","-0.05","146",
"104/03/12","358,242","7,275,460","20.30","20.35","20.25","20.35","+0.10","133",
"104/03/13","903,535","18,523,135","20.45","20.65","20.40","20.50","+0.15","398",
"104/03/16","167,494","3,416,220","20.45","20.50","20.35","20.35","-0.15","179",
"104/03/17","219,789","4,480,961","20.45","20.45","20.30","20.30","-0.05","181",
"104/03/18","208,099","4,218,791","20.30","20.30","20.25","20.25","-0.05","160",
"104/03/19","1,733,931","35,390,833","20.25","20.60","20.20","20.35","+0.10","468",
"104/03/20","1,341,920","27,717,643","20.35","20.90","20.30","20.75","+0.40","646",
"104/03/23","462,518","9,593,962","20.75","20.90","20.60","20.60","-0.15","343",
"104/03/24","343,834","7,069,808","20.55","20.75","20.50","20.60"," 0.00","259",
"104/03/25","303,801","6,243,040","20.65","20.70","20.50","20.50","-0.10","243",
"104/03/26","258,608","5,280,997","20.40","20.50","20.35","20.45","-0.05","178",
"104/03/27","422,423","8,606,008","20.45","20.50","20.30","20.35","-0.10","163",
"104/03/30","366,095","7,437,978","20.35","20.45","20.25","20.30","-0.05","187",
"104/03/31","402,604","8,170,610","20.35","20.40","20.20","20.40","+0.10","199",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

