"10501る 1720 ネ笷             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","682,477","25,550,559","38.10","38.25","37.10","37.30","-1.00","455",
"105/01/05","493,500","18,116,849","36.80","37.00","36.40","36.50","-0.80","330",
"105/01/06","401,117","14,437,712","36.05","36.70","35.60","35.70","-0.80","276",
"105/01/07","1,030,347","36,002,203","35.30","35.90","34.10","34.85","-0.85","669",
"105/01/08","464,550","16,371,581","34.60","35.80","34.20","35.80","+0.95","331",
"105/01/11","525,204","18,558,321","35.00","35.90","34.75","35.60","-0.20","333",
"105/01/12","498,617","17,516,595","35.70","35.85","34.35","34.90","-0.70","337",
"105/01/13","673,326","23,383,526","35.00","35.10","34.25","34.80","-0.10","480",
"105/01/14","856,130","28,782,504","34.30","34.30","33.10","33.60","-1.20","563",
"105/01/15","695,612","23,829,885","33.95","34.60","33.95","34.60","+1.00","492",
"105/01/18","1,034,050","36,766,360","34.60","36.40","34.30","36.30","+1.70","684",
"105/01/19","384,321","13,820,623","36.10","36.45","35.60","35.90","-0.40","265",
"105/01/20","776,102","27,196,933","35.80","36.10","34.05","34.45","-1.45","470",
"105/01/21","466,000","16,041,500","34.45","34.80","33.80","34.10","-0.35","325",
"105/01/22","514,518","17,495,462","34.40","34.50","33.60","33.80","-0.30","343",
"105/01/25","656,032","22,326,441","34.30","34.35","33.85","34.00","+0.20","322",
"105/01/26","351,450","11,831,168","33.90","33.90","33.50","33.55","-0.45","210",
"105/01/27","372,289","12,537,221","33.65","33.95","33.30","33.30","-0.25","193",
"105/01/28","305,050","10,206,194","33.45","33.75","33.30","33.50","+0.20","201",
"105/01/29","418,932","14,275,310","33.50","34.30","33.50","34.30","+0.80","299",
"105/01/30","1,725,736","62,257,026","34.60","36.90","34.60","36.40","+2.10","1,014",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

