"10409る 1720 ネ笷             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/09/01","121,058","3,317,703","27.30","27.80","27.15","27.35","-0.20","94",
"104/09/02","328,178","9,058,069","27.20","28.00","26.90","27.80","+0.45","206",
"104/09/03","396,073","11,112,165","27.80","28.30","27.80","28.00","+0.20","244",
"104/09/04","232,400","6,448,800","28.00","28.15","27.50","27.50","-0.50","179",
"104/09/07","94,187","2,596,689","27.50","27.80","27.30","27.60","+0.10","73",
"104/09/08","141,320","3,927,918","27.60","27.90","27.40","27.85","+0.25","78",
"104/09/09","279,423","7,912,941","28.05","28.40","28.05","28.35","+0.50","190",
"104/09/10","593,525","17,099,871","28.10","29.15","28.00","28.90","+0.55","385",
"104/09/11","166,070","4,769,676","28.90","29.00","28.55","28.70","-0.20","125",
"104/09/14","739,582","21,907,905","29.45","29.90","29.20","29.75","+1.05","484",
"104/09/15","423,330","12,497,684","29.75","30.00","29.20","29.25","-0.50","252",
"104/09/16","960,654","29,123,160","29.70","31.00","29.30","30.80","+1.55","653",
"104/09/17","437,222","13,450,569","31.10","31.40","30.50","30.70","-0.10","318",
"104/09/18","559,954","17,463,474","30.80","31.60","30.65","31.20","+0.50","391",
"104/09/21","412,415","12,674,073","31.00","31.00","30.35","30.55","-0.65","264",
"104/09/22","243,044","7,411,805","30.55","30.70","30.20","30.50","-0.05","165",
"104/09/23","498,001","15,238,130","30.00","31.15","30.00","30.20","-0.30","350",
"104/09/24","512,752","15,201,433","30.20","30.45","29.00","29.35","-0.85","352",
"104/09/25","258,727","7,654,902","29.60","29.90","29.35","29.85","+0.50","203",
"104/09/30","387,833","11,712,471","29.85","30.40","29.55","30.40","+0.55","332",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

