"10504る 1720 ネ笷             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/04/01","328,000","11,489,900","34.85","35.20","34.80","35.05","+0.20","235",
"105/04/06","483,042","16,680,294","35.05","35.05","34.30","34.35","-0.70","311",
"105/04/07","260,686","8,998,698","34.85","34.90","34.20","34.40","+0.05","197",
"105/04/08","240,701","8,259,968","34.20","34.75","34.00","34.60","+0.20","167",
"105/04/11","211,560","7,338,275","34.40","34.90","34.40","34.80","+0.20","161",
"105/04/12","284,721","9,822,549","34.75","35.05","34.05","34.05","-0.75","199",
"105/04/13","313,200","10,842,710","34.20","34.90","34.20","34.60","+0.55","197",
"105/04/14","340,050","11,849,955","35.00","35.00","34.65","34.85","+0.25","214",
"105/04/15","220,223","7,667,109","34.85","35.00","34.70","34.70","-0.15","145",
"105/04/18","156,134","5,380,222","34.40","34.75","34.30","34.50","-0.20","123",
"105/04/19","215,000","7,406,800","34.60","34.70","34.35","34.35","-0.15","131",
"105/04/20","352,496","12,044,562","34.35","34.40","34.00","34.05","-0.30","210",
"105/04/21","541,388","18,208,752","34.00","34.10","33.30","33.70","-0.35","343",
"105/04/22","433,297","14,414,119","33.70","33.70","33.00","33.10","-0.60","298",
"105/04/25","288,127","9,594,146","33.10","33.65","32.80","33.20","+0.10","232",
"105/04/26","177,280","5,960,835","33.20","33.80","33.20","33.55","+0.35","120",
"105/04/27","160,708","5,388,703","33.70","33.85","33.35","33.35","-0.20","130",
"105/04/28","154,173","5,127,109","33.50","33.65","33.10","33.15","-0.20","127",
"105/04/29","268,334","8,878,889","33.00","33.35","32.95","33.30","+0.15","174",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

