"10506る 1720 ネ笷             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","364,034","12,342,187","34.05","34.20","33.75","33.75","-0.35","259",
"105/06/02","458,450","15,481,374","34.10","34.20","33.40","33.45","-0.30","296",
"105/06/03","337,740","11,307,714","33.50","33.90","33.35","33.40","-0.05","225",
"105/06/04","201,495","6,727,731","33.40","33.50","33.30","33.40"," 0.00","149",
"105/06/06","201,135","6,686,232","33.40","33.45","33.10","33.15","-0.25","121",
"105/06/07","171,950","5,727,027","33.40","33.40","33.15","33.30","+0.15","120",
"105/06/08","215,050","7,160,954","33.35","33.45","33.20","33.35","+0.05","137",
"105/06/13","261,995","8,643,582","33.30","33.30","32.80","32.85","-0.50","175",
"105/06/14","178,200","5,858,180","33.00","33.00","32.75","32.90","+0.05","102",
"105/06/15","197,424","6,525,384","32.85","33.20","32.75","33.10","+0.20","128",
"105/06/16","146,000","4,819,700","33.30","33.30","32.85","32.85","-0.25","104",
"105/06/17","287,100","9,484,960","33.00","33.20","32.90","33.10","+0.25","166",
"105/06/20","144,200","4,779,728","33.20","33.25","33.05","33.15","+0.05","91",
"105/06/21","315,140","10,552,054","33.20","33.65","33.20","33.60","+0.45","186",
"105/06/22","227,049","7,596,691","33.60","33.60","33.30","33.50","-0.10","133",
"105/06/23","273,400","9,198,719","33.50","33.75","33.40","33.55","+0.05","169",
"105/06/24","404,169","13,344,365","33.55","33.55","32.75","32.80","-0.75","253",
"105/06/27","127,515","4,182,442","32.45","33.10","32.45","33.00","+0.20","97",
"105/06/28","166,152","5,483,066","33.00","33.15","32.70","33.00"," 0.00","110",
"105/06/29","224,321","7,423,393","33.40","33.40","32.90","33.15","+0.15","167",
"105/06/30","334,092","11,208,957","33.20","33.80","33.10","33.80","+0.65","221",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

