"10403る 1720 ネ笷             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","526,454","20,487,623","39.40","39.45","38.75","38.75","-0.40","344",
"104/03/03","317,745","12,304,780","38.75","39.15","38.55","38.90","+0.15","198",
"104/03/04","361,500","14,027,300","38.90","39.05","38.55","38.80","-0.10","215",
"104/03/05","228,666","8,863,805","38.80","38.90","38.60","38.80"," 0.00","150",
"104/03/06","340,680","13,273,666","38.80","39.20","38.80","39.00","+0.20","228",
"104/03/09","526,955","20,654,975","39.40","39.40","38.95","39.30","+0.30","323",
"104/03/10","372,014","14,517,044","39.40","39.40","38.75","39.00","-0.30","229",
"104/03/11","365,335","14,126,779","38.80","38.85","38.40","38.70","-0.30","204",
"104/03/12","509,786","19,659,959","38.70","38.90","38.25","38.70"," 0.00","265",
"104/03/13","475,750","18,616,400","38.90","39.35","38.70","39.15","+0.45","315",
"104/03/16","273,521","10,694,816","39.40","39.50","38.95","39.10","-0.05","152",
"104/03/17","312,051","12,205,139","39.40","39.40","38.85","39.00","-0.10","163",
"104/03/18","233,170","9,068,396","39.00","39.10","38.80","38.80","-0.20","162",
"104/03/19","284,282","11,064,698","38.80","39.10","38.80","38.90","+0.10","189",
"104/03/20","694,990","27,265,506","38.90","39.40","38.85","39.20","+0.30","462",
"104/03/23","569,202","22,182,232","39.50","39.50","38.80","38.80","-0.40","364",
"104/03/24","278,283","10,792,737","38.90","39.00","38.65","38.65","-0.15","192",
"104/03/25","259,344","10,003,662","38.65","38.95","38.30","38.35","-0.30","178",
"104/03/26","470,660","17,801,630","38.10","38.10","37.50","37.85","-0.50","314",
"104/03/27","249,010","9,504,878","38.50","38.50","37.90","38.10","+0.25","165",
"104/03/30","224,288","8,529,935","38.10","38.25","37.70","38.10"," 0.00","168",
"104/03/31","258,250","9,936,287","38.80","38.80","38.20","38.40","+0.30","170",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

