"10412る 1720 ネ笷             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/12/01","2,935,673","120,116,210","40.10","41.70","40.10","41.70","+2.00","1,639",
"104/12/02","2,284,802","93,920,358","41.85","41.85","40.35","40.60","-1.10","1,283",
"104/12/03","1,664,840","67,586,715","40.65","41.20","40.20","40.20","-0.40","1,103",
"104/12/04","1,005,525","40,399,661","40.00","40.40","39.80","40.40","+0.20","648",
"104/12/07","957,964","38,999,574","40.60","41.00","40.50","40.90","+0.50","679",
"104/12/08","1,384,204","56,485,889","40.95","41.30","40.40","40.40","-0.50","855",
"104/12/09","1,788,492","69,965,562","40.45","40.90","38.20","38.60","-1.80","1,105",
"104/12/10","1,049,224","40,515,075","38.50","39.45","37.65","39.35","+0.75","662",
"104/12/11","1,472,628","56,290,912","39.50","39.70","37.10","37.10","-2.25","844",
"104/12/14","1,390,177","51,138,984","36.50","37.50","35.50","37.10"," 0.00","747",
"104/12/15","1,745,266","67,692,867","37.90","39.80","37.90","39.75","+2.65","1,101",
"104/12/16","1,262,384","49,415,571","39.45","39.70","38.70","39.15","-0.60","724",
"104/12/17","1,344,265","53,095,177","39.30","39.90","39.00","39.50","+0.35","787",
"104/12/18","559,768","21,801,071","39.20","39.25","38.70","38.90","-0.60","346",
"104/12/21","502,145","19,390,051","38.50","38.85","38.40","38.50","-0.40","318",
"104/12/22","500,210","19,394,845","38.60","39.10","38.50","38.50"," 0.00","332",
"104/12/23","429,342","16,701,017","39.30","39.30","38.50","38.50"," 0.00","298",
"104/12/24","727,003","27,456,913","38.80","38.95","37.35","37.60","-0.90","530",
"104/12/25","409,650","15,320,368","37.60","37.60","37.20","37.60"," 0.00","281",
"104/12/28","383,194","14,360,953","37.65","37.70","37.30","37.45","-0.15","256",
"104/12/29","296,901","11,186,846","37.45","37.95","37.40","37.65","+0.20","225",
"104/12/30","405,981","15,339,885","37.90","38.00","37.50","37.65"," 0.00","279",
"104/12/31","386,545","14,719,563","37.65","38.40","37.65","38.30","+0.65","291",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

