"10507る 2723 -KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/07/01","99,033","28,244,296","284.50","286.00","284.50","284.50","+0.50","99",
"105/07/04","92,193","26,399,891","284.50","288.50","284.00","288.50","+4.00","84",
"105/07/05","277,000","78,644,500","288.00","289.50","281.50","281.50","-7.00","238",
"105/07/06","130,000","36,506,500","281.00","285.50","279.50","280.00","-1.50","107",
"105/07/07","106,006","29,696,204","280.00","281.50","278.50","281.50","+1.50","104",
"105/07/11","187,943","53,265,812","281.50","290.00","278.00","285.50","+4.00","184",
"105/07/12","139,159","39,873,656","285.50","289.00","284.50","285.50"," 0.00","105",
"105/07/13","1,334,586","351,619,440","285.50","295.50","285.50","290.00","+4.50","239",
"105/07/14","145,010","42,115,900","291.50","292.00","287.00","291.00","+1.00","133",
"105/07/15","377,726","112,878,033","290.00","302.00","290.00","297.50","+6.50","344",
"105/07/18","126,400","37,434,000","299.00","299.00","293.50","296.00","-1.50","112",
"105/07/19","355,245","108,166,960","297.00","311.00","295.50","310.00","+14.00","336",
"105/07/20","359,998","113,076,868","308.00","324.00","305.50","318.50","+8.50","359",
"105/07/21","290,799","94,470,870","321.50","332.00","314.50","329.00","+10.50","259",
"105/07/22","249,521","82,034,346","333.00","333.00","323.50","328.00","-1.00","253",
"105/07/25","269,162","88,200,136","321.00","332.00","321.00","330.00","+2.00","261",
"105/07/26","464,263","152,895,790","330.00","330.50","326.00","330.00"," 0.00","234",
"105/07/27","165,415","54,488,740","333.00","333.00","327.00","328.50","-1.50","168",
"105/07/28","69,280","22,500,859","328.00","328.50","322.00","324.50","-4.00","74",
"105/07/29","295,593","97,461,027","324.00","344.00","319.50","341.00","+16.50","284",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

