"10505る 2723 -KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","679,345","182,663,995","261.00","273.00","260.00","273.00","+13.00","576",
"105/05/04","627,157","167,267,496","272.00","272.50","264.00","265.00","-8.00","491",
"105/05/05","275,702","72,342,020","263.00","267.00","260.50","262.00","-3.00","248",
"105/05/06","190,031","49,571,136","261.50","263.50","260.00","260.00","-2.00","192",
"105/05/09","384,150","104,737,725","262.00","276.00","262.00","273.00","+13.00","359",
"105/05/10","562,393","157,324,557","275.50","283.50","273.00","279.00","+6.00","517",
"105/05/11","998,980","300,543,980","290.50","305.00","290.50","302.50","+23.50","778",
"105/05/12","973,739","287,628,005","305.00","305.00","291.50","296.00","-6.50","911",
"105/05/13","182,276","54,167,524","301.00","301.00","294.50","299.50","+3.50","182",
"105/05/16","132,407","39,236,658","299.50","299.50","295.00","295.50","-4.00","131",
"105/05/17","123,408","36,311,360","295.50","295.50","291.00","294.50","-1.00","116",
"105/05/18","93,459","27,290,069","294.00","294.00","291.00","292.50","-2.00","97",
"105/05/19","266,295","79,211,492","295.00","300.50","292.50","293.00","+0.50","250",
"105/05/20","246,402","72,720,894","290.50","299.00","288.50","299.00","+6.00","247",
"105/05/23","152,215","45,262,746","294.00","300.00","293.50","298.00","-1.00","138",
"105/05/24","168,307","49,515,451","297.50","298.00","291.00","295.00","-3.00","133",
"105/05/25","156,127","45,795,519","293.50","296.00","292.50","293.00","-2.00","146",
"105/05/26","488,685","136,570,375","290.50","291.50","270.00","275.00","-18.00","430",
"105/05/27","362,100","101,782,800","276.00","287.00","270.50","283.00","+8.00","351",
"105/05/30","129,100","36,553,900","283.50","285.50","279.00","284.50","+1.50","123",
"105/05/31","149,331","43,219,740","282.00","292.00","282.00","292.00","+7.50","119",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

