"10410る 2723 -KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","388,202","75,762,489","197.00","197.00","192.00","196.50","+1.50","313",
"104/10/02","750,597","151,473,997","196.50","205.00","196.50","202.00","+5.50","621",
"104/10/05","252,247","51,600,388","202.00","206.00","202.00","205.00","+3.00","215",
"104/10/06","415,611","87,281,588","207.00","214.00","207.00","209.00","+4.00","375",
"104/10/07","410,430","83,331,645","210.00","210.00","200.50","200.50","-8.50","356",
"104/10/08","336,100","66,944,550","202.50","202.50","197.00","200.50"," 0.00","309",
"104/10/12","223,240","45,213,980","202.50","206.50","200.00","200.00","-0.50","192",
"104/10/13","171,549","34,524,280","200.00","204.00","199.00","201.50","+1.50","141",
"104/10/14","146,416","29,631,280","203.50","205.00","200.50","204.00","+2.50","139",
"104/10/15","298,327","59,578,746","204.00","204.50","198.00","198.50","-5.50","222",
"104/10/16","305,020","60,248,440","199.00","201.50","195.00","197.50","-1.00","252",
"104/10/19","244,108","47,754,329","197.00","198.50","193.00","197.00","-0.50","187",
"104/10/20","262,005","51,462,990","196.00","198.00","195.00","196.50","-0.50","204",
"104/10/21","620,013","118,480,496","196.50","196.50","189.00","190.50","-6.00","537",
"104/10/22","271,141","51,696,072","189.00","192.00","189.00","190.50"," 0.00","240",
"104/10/23","209,055","40,694,280","193.00","196.00","191.50","196.00","+5.50","200",
"104/10/26","182,149","36,579,300","198.50","202.50","197.50","201.50","+5.50","174",
"104/10/27","136,073","27,460,173","201.50","203.50","200.50","202.50","+1.00","123",
"104/10/28","107,030","21,397,940","201.00","203.00","198.00","198.50","-4.00","100",
"104/10/29","103,010","20,368,000","199.00","200.00","196.50","197.50","-1.00","90",
"104/10/30","147,010","29,134,475","197.50","201.50","196.50","198.00","+0.50","140",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

