"106年09月 2723 美食-KY          各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"106/09/01","241,200","86,854,100","359.00","362.50","359.00","360.00","+2.00","181",
"106/09/04","57,916","20,844,760","360.00","362.00","358.00","358.00","-2.00","59",
"106/09/05","125,600","44,574,600","358.00","358.00","354.00","354.00","-4.00","125",
"106/09/06","172,581","60,685,241","350.50","357.50","349.00","357.50","+3.50","172",
"106/09/07","243,345","85,314,320","357.50","357.50","349.00","350.00","-7.50","212",
"106/09/08","202,581","71,423,336","349.00","359.00","349.00","354.50","+4.50","197",
"106/09/11","228,585","82,073,930","357.00","361.50","356.00","360.00","+5.50","226",
"106/09/12","304,724","106,484,624","360.00","360.00","346.50","347.00","-13.00","281",
"106/09/13","107,787","37,522,982","347.00","349.50","347.00","348.00","+1.00","117",
"106/09/14","203,475","70,629,687","348.00","348.50","345.00","347.00","-1.00","191",
"106/09/15","294,687","102,560,544","347.00","350.00","346.00","347.50","+0.50","261",
"106/09/18","195,005","66,968,732","350.00","350.00","340.00","342.00","-5.50","177",
"106/09/19","240,265","80,775,775","342.50","343.00","333.00","333.00","-9.00","232",
"106/09/20","446,356","144,811,556","335.00","335.50","319.50","322.00","-11.00","433",
"106/09/21","583,286","195,321,025","324.50","343.00","324.50","337.50","+15.50","305",
"106/09/22","569,859","189,372,618","337.50","337.50","329.00","329.50","-8.00","256",
"106/09/25","171,156","56,723,556","330.00","335.00","327.50","330.00","+0.50","161",
"106/09/26","154,391","50,716,575","330.00","332.00","323.50","323.50","-6.50","158",
"106/09/27","158,700","52,095,008","324.00","334.00","323.50","326.00","+2.50","108",
"106/09/28","66,694","21,710,509","326.50","326.50","324.50","325.00","-1.00","67",
"106/09/29","115,090","37,201,070","327.00","328.00","321.50","322.50","-2.50","104",
"106/09/30","17,130","5,535,120","325.00","325.00","322.50","323.00","+0.50","19",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

