"10403る 2723 -KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","262,000","43,240,500","165.50","166.00","164.50","165.00","-0.50","198",
"104/03/03","81,019","13,185,135","165.00","165.00","162.00","163.00","-2.00","70",
"104/03/04","136,100","22,093,500","163.00","163.00","161.50","162.00","-1.00","108",
"104/03/05","71,359","11,532,017","161.50","162.00","161.00","161.50","-0.50","69",
"104/03/06","122,100","19,731,950","162.00","162.50","161.00","161.50"," 0.00","97",
"104/03/09","168,497","26,950,769","161.50","161.50","159.00","159.50","-2.00","110",
"104/03/10","226,500","35,843,249","160.00","160.00","156.00","158.00","-1.50","168",
"104/03/11","94,023","14,844,180","158.00","159.00","156.50","157.50","-0.50","74",
"104/03/12","78,304","12,361,532","157.50","159.00","157.00","158.00","+0.50","76",
"104/03/13","298,581","46,497,636","159.00","159.00","153.50","155.00","-3.00","209",
"104/03/16","203,930","31,710,650","155.00","156.50","155.00","155.00"," 0.00","177",
"104/03/17","374,952","56,814,300","155.00","155.50","149.50","149.50","-5.50","245",
"104/03/18","298,240","44,295,000","147.00","149.50","147.00","149.00","-0.50","184",
"104/03/19","1,341,122","193,658,056","151.00","152.00","144.00","144.00","-5.00","286",
"104/03/20","928,550","132,098,424","145.00","145.00","140.50","141.50","-2.50","359",
"104/03/23","361,102","50,256,984","141.50","141.50","138.00","138.00","-3.50","292",
"104/03/24","1,513,233","208,450,735","138.00","141.50","138.00","139.00","+1.00","415",
"104/03/25","468,377","65,736,780","141.00","143.50","138.50","139.00"," 0.00","364",
"104/03/26","724,000","97,066,500","139.00","141.50","130.00","130.50","-8.50","591",
"104/03/27","290,700","38,808,000","132.00","135.00","132.00","133.50","+3.00","276",
"104/03/30","696,797","97,030,330","136.00","141.50","136.00","140.00","+6.50","457",
"104/03/31","515,001","72,109,643","140.00","142.00","138.00","139.50","-0.50","310",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

