"108年02月 2723 美食-KY          各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"108/02/11","847,593","180,353,084","216.00","216.00","210.50","212.00","-1.00","344",
"108/02/12","818,627","175,796,305","213.00","215.50","212.00","215.00","+3.00","498",
"108/02/13","1,676,856","393,672,440","224.00","236.50","224.00","236.50","+21.50","1,015",
"108/02/14","1,000,073","235,473,541","237.50","240.00","231.50","231.50","-5.00","871",
"108/02/15","800,240","188,393,920","233.00","240.50","232.00","232.50","+1.00","641",
"108/02/18","840,540","202,013,600","236.50","245.00","236.50","240.00","+7.50","737",
"108/02/19","899,020","216,842,500","242.50","245.50","238.50","240.00"," 0.00","470",
"108/02/20","768,500","186,190,260","243.50","244.50","239.00","239.50","-0.50","533",
"108/02/21","548,644","128,270,696","240.00","242.50","231.00","232.00","-7.50","421",
"108/02/22","548,252","126,953,472","232.00","238.50","228.00","236.50","+4.50","418",
"108/02/25","312,744","72,526,096","236.00","236.00","230.50","233.50","-3.00","309",
"108/02/26","783,547","182,903,045","233.50","237.00","231.50","233.50"," 0.00","382",
"108/02/27","393,314","90,923,005","232.00","233.00","229.50","231.50","-2.00","296",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

