"10404る 2723 -KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/04/01","326,100","45,503,000","138.00","142.00","137.00","140.00","+0.50","259",
"104/04/02","223,217","31,419,314","141.00","141.50","140.00","140.50","+0.50","186",
"104/04/07","439,166","61,163,330","140.50","142.00","138.00","140.00","-0.50","282",
"104/04/08","1,542,000","217,179,250","140.00","142.00","140.00","140.00"," 0.00","276",
"104/04/09","321,100","44,122,000","140.00","140.00","136.00","136.50","-3.50","216",
"104/04/10","162,078","22,233,264","137.50","138.00","136.50","137.00","+0.50","104",
"104/04/13","327,110","45,381,620","137.50","139.50","137.50","139.00","+2.00","253",
"104/04/14","1,185,026","165,632,718","139.00","141.00","138.00","139.00"," 0.00","811",
"104/04/15","458,309","63,087,642","139.00","140.00","136.50","137.00","-2.00","378",
"104/04/16","230,100","31,566,300","137.00","138.00","136.00","136.00","-1.00","140",
"104/04/17","586,205","80,789,880","137.00","140.00","136.50","137.00","+1.00","423",
"104/04/20","427,700","56,909,600","136.50","136.50","131.00","132.00","-5.00","302",
"104/04/21","484,400","63,353,900","133.00","133.50","130.00","130.00","-2.00","387",
"104/04/22","729,210","91,076,065","130.00","130.50","121.00","122.50","-7.50","586",
"104/04/23","1,487,010","188,722,810","122.50","130.00","122.50","130.00","+7.50","945",
"104/04/24","850,150","111,074,750","131.00","133.00","129.50","130.00"," 0.00","593",
"104/04/27","1,232,500","160,558,749","133.00","133.50","129.00","130.00"," 0.00","403",
"104/04/28","444,000","57,504,500","132.00","133.00","126.00","127.00","-3.00","343",
"104/04/29","619,169","80,284,315","127.00","131.00","127.00","130.00","+3.00","427",
"104/04/30","1,153,023","152,771,605","131.00","134.50","131.00","131.00","+1.00","803",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

