"10409る 2723 -KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/09/01","257,725","42,969,487","170.00","170.00","165.50","165.50","-4.50","215",
"104/09/02","380,100","63,697,300","165.00","172.00","165.00","167.00","+1.50","342",
"104/09/03","477,580","81,820,500","168.50","176.00","166.50","176.00","+9.00","404",
"104/09/04","1,424,036","249,105,976","176.00","183.00","165.50","165.50","-10.50","1,069",
"104/09/07","277,200","46,346,900","166.00","169.50","165.00","168.00","+2.50","250",
"104/09/08","284,000","47,268,500","170.00","170.00","165.00","166.00","-2.00","234",
"104/09/09","303,115","50,912,705","170.50","170.50","167.00","168.00","+2.00","263",
"104/09/10","536,227","93,117,998","169.00","178.00","166.50","174.00","+6.00","456",
"104/09/11","483,231","83,588,116","176.50","177.00","170.00","172.50","-1.50","435",
"104/09/14","278,630","47,925,044","175.50","175.50","170.50","172.50"," 0.00","245",
"104/09/15","1,933,721","352,923,769","174.00","189.50","172.50","189.50","+17.00","1,460",
"104/09/16","1,547,516","284,897,412","189.50","192.00","180.00","182.50","-7.00","1,170",
"104/09/17","415,307","76,150,874","184.50","185.00","182.50","182.50"," 0.00","352",
"104/09/18","1,110,415","210,521,775","182.50","195.00","182.50","186.00","+3.50","954",
"104/09/21","299,102","55,437,768","182.50","188.00","182.50","185.00","-1.00","259",
"104/09/22","465,589","87,329,346","186.00","190.00","185.50","186.50","+1.50","383",
"104/09/23","293,480","54,301,820","186.00","188.00","183.00","185.00","-1.50","243",
"104/09/24","502,372","93,967,448","185.00","192.00","182.50","185.00"," 0.00","437",
"104/09/25","369,491","69,155,052","186.50","190.50","184.00","189.00","+4.00","323",
"104/09/30","835,062","161,348,528","188.00","197.50","186.00","195.00","+6.00","689",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

