"10407る 2723 -KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/07/01","746,444","118,518,540","153.00","162.50","150.50","161.00","+11.50","623",
"104/07/02","318,344","51,438,524","164.50","164.50","158.00","159.00","-2.00","293",
"104/07/03","227,050","35,470,300","159.00","159.00","155.00","156.00","-3.00","216",
"104/07/06","87,002","13,561,313","155.00","157.00","154.00","155.00","-1.00","86",
"104/07/07","167,000","26,028,500","156.50","160.00","154.00","155.50","+0.50","133",
"104/07/08","539,152","80,112,496","153.00","154.50","145.00","148.00","-7.50","361",
"104/07/09","461,149","68,696,850","147.00","154.00","142.00","150.50","+2.50","395",
"104/07/13","185,151","28,351,103","152.50","154.50","151.50","153.00","+2.50","182",
"104/07/14","264,210","39,421,185","155.00","155.00","145.50","148.00","-5.00","247",
"104/07/15","90,147","13,269,109","148.50","148.50","146.00","146.50","-1.50","86",
"104/07/16","78,018","11,447,654","146.50","147.50","145.00","147.50","+1.00","63",
"104/07/17","59,405","8,709,927","146.00","147.50","146.00","146.00","-1.50","58",
"104/07/20","113,000","16,510,500","147.00","148.00","144.00","146.00"," 0.00","100",
"104/07/21","252,000","37,019,500","148.50","148.50","146.00","146.00"," 0.00","200",
"104/07/22","103,250","15,163,125","146.00","147.50","146.00","146.50","+0.50","82",
"104/07/23","349,430","48,731,700","147.00","147.00","136.00","139.00","-7.50","320",
"104/07/24","802,000","108,634,000","135.00","137.50","134.00","137.50","-1.50","429",
"104/07/27","279,102","38,770,974","137.50","140.50","136.50","137.00","-0.50","198",
"104/07/28","207,199","28,719,559","135.50","140.50","135.50","140.00","+3.00","160",
"104/07/29","198,300","28,194,800","141.00","144.00","141.00","141.00","+1.00","148",
"104/07/30","73,050","10,517,200","144.50","145.00","143.00","144.50","+3.50","71",
"104/07/31","143,050","20,761,300","148.00","148.00","144.00","146.50","+2.00","119",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

