"10507る 2731 动粪             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/07/01","164,000","15,130,400","92.00","92.80","91.80","91.90","+0.50","133",
"105/07/04","107,186","9,812,219","92.00","92.40","90.90","91.10","-0.80","86",
"105/07/05","111,200","10,198,559","91.20","92.80","91.10","91.30","+0.20","95",
"105/07/06","165,155","15,039,486","91.40","91.90","90.80","90.80","-0.50","154",
"105/07/07","270,450","23,871,850","87.50","88.90","87.40","88.50","X0.00","224",
"105/07/11","228,258","20,110,204","89.00","89.00","87.20","87.70","-0.80","182",
"105/07/12","95,200","8,376,400","87.80","88.30","87.70","88.00","+0.30","77",
"105/07/13","122,473","10,789,627","88.00","88.50","87.50","88.20","+0.20","96",
"105/07/14","144,130","12,667,083","88.20","88.60","87.20","87.80","-0.40","123",
"105/07/15","131,300","11,649,569","87.80","89.20","87.80","88.90","+1.10","132",
"105/07/18","175,397","15,509,972","87.80","89.20","87.50","89.10","+0.20","152",
"105/07/19","225,050","20,199,925","88.70","90.40","88.30","90.30","+1.20","186",
"105/07/20","189,366","17,072,432","89.80","90.80","89.00","90.50","+0.20","161",
"105/07/21","265,000","24,142,300","90.00","91.50","89.40","90.70","+0.20","205",
"105/07/22","206,000","18,841,800","90.70","91.90","90.10","91.80","+1.10","174",
"105/07/25","119,169","10,911,631","92.40","92.40","90.70","91.50","-0.30","106",
"105/07/26","158,100","14,511,300","91.20","92.00","90.90","91.50"," 0.00","127",
"105/07/27","58,000","5,274,900","92.00","92.00","90.50","90.80","-0.70","53",
"105/07/28","144,015","12,970,875","90.40","90.90","89.20","89.30","-1.50","117",
"105/07/29","94,000","8,350,300","89.00","89.30","88.40","89.30"," 0.00","79",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

