"10501る 2731 动粪             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","198,200","23,181,500","119.00","119.00","115.00","116.00","-3.00","177",
"105/01/05","144,000","16,830,500","114.50","118.00","114.50","116.00"," 0.00","129",
"105/01/06","280,237","31,952,398","116.00","117.00","112.00","112.50","-3.50","254",
"105/01/07","731,888","77,575,793","111.00","111.50","103.00","104.00","-8.50","641",
"105/01/08","541,100","56,081,700","102.00","107.00","100.50","104.00"," 0.00","501",
"105/01/11","671,200","67,091,000","103.00","103.00","98.50","98.60","-5.40","573",
"105/01/12","258,476","25,856,376","101.00","102.00","98.50","98.90","+0.30","240",
"105/01/13","211,000","21,148,800","101.50","101.50","99.50","99.50","+0.60","166",
"105/01/14","376,149","36,117,489","97.00","97.40","95.00","96.50","-3.00","352",
"105/01/15","346,000","34,404,500","97.60","100.50","97.60","100.00","+3.50","310",
"105/01/18","217,000","21,515,300","95.80","101.50","95.80","101.50","+1.50","186",
"105/01/19","170,100","17,289,000","101.50","103.00","99.50","103.00","+1.50","151",
"105/01/20","218,068","21,800,900","103.00","103.00","98.50","98.50","-4.50","211",
"105/01/21","128,040","12,684,100","98.50","100.00","98.50","98.60","+0.10","117",
"105/01/22","357,506","34,852,794","99.00","99.80","96.50","96.50","-2.10","310",
"105/01/25","393,200","37,909,300","95.80","97.40","95.50","96.50"," 0.00","343",
"105/01/26","483,419","45,359,386","95.60","96.00","92.70","93.50","-3.00","433",
"105/01/27","237,654","22,403,669","94.40","95.90","93.30","94.00","+0.50","219",
"105/01/28","477,251","46,001,897","93.20","97.70","93.20","97.20","+3.20","415",
"105/01/29","518,295","51,281,995","97.30","100.50","96.00","99.50","+2.30","468",
"105/01/30","577,199","60,168,793","103.00","106.00","102.00","105.00","+5.50","443",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

