"10401る 2731 动粪             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","61,066","5,838,103","96.50","96.50","95.10","95.20","-1.30","63",
"104/01/06","73,000","6,885,300","95.20","95.50","93.80","95.00","-0.20","59",
"104/01/07","40,031","3,796,345","95.00","95.20","94.50","95.00"," 0.00","39",
"104/01/08","44,300","4,238,208","97.50","97.50","95.20","95.30","+0.30","41",
"104/01/09","22,750","2,176,625","96.20","96.20","95.30","95.40","+0.10","22",
"104/01/12","18,000","1,726,500","96.70","96.80","95.50","95.50","+0.10","18",
"104/01/13","27,020","2,597,690","95.20","96.30","95.20","96.10","+0.60","24",
"104/01/14","35,002","3,332,790","95.90","96.00","95.10","95.10","-1.00","26",
"104/01/15","28,000","2,667,200","95.00","95.70","95.00","95.70","+0.60","27",
"104/01/16","40,000","3,772,900","91.70","95.00","91.70","94.20","-1.50","40",
"104/01/19","29,000","2,732,800","94.20","94.30","94.00","94.30","+0.10","26",
"104/01/20","17,020","1,615,390","95.30","95.40","94.30","94.40","+0.10","16",
"104/01/21","28,055","2,642,819","94.40","94.90","94.00","94.90","+0.50","29",
"104/01/22","37,000","3,516,200","94.90","95.50","94.90","95.00","+0.10","33",
"104/01/23","53,000","5,066,800","95.50","96.00","95.10","95.90","+0.90","50",
"104/01/26","91,010","8,739,660","95.90","96.50","95.60","95.80","-0.10","65",
"104/01/27","39,450","3,767,450","96.00","96.20","95.00","95.00","-0.80","32",
"104/01/28","13,250","1,256,250","95.10","95.10","94.50","94.60","-0.40","13",
"104/01/29","33,000","3,109,000","94.60","94.60","94.00","94.00","-0.60","30",
"104/01/30","62,000","5,811,500","94.10","94.70","93.20","93.20","-0.80","48",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

