"10403る 2731 动粪             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","60,100","5,677,300","95.00","95.40","94.10","94.30","-0.10","40",
"104/03/03","26,276","2,491,560","95.00","95.00","94.40","94.50","+0.20","28",
"104/03/04","44,000","4,155,900","94.50","94.80","94.20","94.20","-0.30","33",
"104/03/05","63,250","6,002,124","95.00","95.20","94.50","94.50","+0.30","50",
"104/03/06","229,129","22,143,219","96.00","97.50","95.50","96.40","+1.90","193",
"104/03/09","367,600","36,350,598","97.80","102.00","96.00","101.50","+5.10","289",
"104/03/10","616,569","64,469,176","103.00","107.00","101.50","105.00","+3.50","474",
"104/03/11","300,491","31,661,055","105.50","107.00","103.50","105.50","+0.50","244",
"104/03/12","569,160","62,959,940","108.50","112.50","108.50","109.50","+4.00","431",
"104/03/13","244,510","26,620,090","110.00","110.50","108.00","109.50"," 0.00","192",
"104/03/16","237,554","26,284,440","110.50","112.00","110.00","110.00","+0.50","176",
"104/03/17","247,165","27,554,315","110.00","112.50","110.00","111.00","+1.00","202",
"104/03/18","463,159","52,551,045","111.00","117.00","109.00","114.00","+3.00","352",
"104/03/19","403,005","46,240,067","115.50","116.00","113.50","114.00"," 0.00","248",
"104/03/20","195,800","22,107,799","114.00","114.00","112.00","113.50","-0.50","136",
"104/03/23","287,348","33,162,846","112.50","116.00","112.50","115.00","+1.50","215",
"104/03/24","102,185","11,624,405","115.00","115.00","113.00","113.50","-1.50","78",
"104/03/25","334,599","36,979,989","113.00","114.50","107.00","108.50","-5.00","245",
"104/03/26","118,250","12,870,125","108.00","110.50","108.00","108.00","-0.50","105",
"104/03/27","61,400","6,624,600","108.00","109.50","106.00","108.50","+0.50","61",
"104/03/30","99,100","10,645,700","108.50","109.00","106.50","107.00","-1.50","67",
"104/03/31","158,000","17,098,000","107.00","109.50","107.00","108.00","+1.00","106",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

