"10402る 2731 动粪             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/02/02","38,100","3,543,800","93.20","93.30","92.60","92.60","-0.60","37",
"104/02/03","50,000","4,694,600","92.60","94.50","92.60","94.00","+1.40","41",
"104/02/04","19,000","1,793,900","94.80","94.80","94.10","94.50","+0.50","14",
"104/02/05","14,000","1,316,300","94.40","94.40","93.90","94.00","-0.50","14",
"104/02/06","24,050","2,264,040","94.00","94.50","93.20","94.30","+0.30","19",
"104/02/09","18,000","1,699,700","94.30","94.80","94.30","94.30"," 0.00","15",
"104/02/10","29,000","2,721,400","94.30","94.30","93.20","93.90","-0.40","25",
"104/02/11","43,000","4,036,000","93.90","94.00","93.60","93.70","-0.20","24",
"104/02/12","5,000","469,800","93.80","94.00","93.80","94.00","+0.30","4",
"104/02/13","28,200","2,658,500","94.80","94.80","93.60","94.00"," 0.00","23",
"104/02/24","45,050","4,259,610","95.20","95.80","94.00","94.60","+0.60","39",
"104/02/25","66,000","6,260,000","95.00","95.00","94.30","95.00","+0.40","44",
"104/02/26","15,000","1,423,200","95.00","95.00","94.40","94.40","-0.60","13",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

