"10410る 1786 О             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","453,785","27,674,477","60.80","62.40","60.40","60.50","-0.30","369",
"104/10/02","395,140","23,662,826","60.60","61.20","59.00","59.00","-1.50","339",
"104/10/05","238,111","14,300,345","59.50","60.70","59.20","60.20","+1.20","206",
"104/10/06","255,100","15,288,057","61.80","61.80","58.90","59.00","-1.20","221",
"104/10/07","306,273","18,231,861","59.00","60.70","59.00","59.50","+0.50","247",
"104/10/08","345,033","20,039,173","60.00","60.20","57.00","57.00","-2.50","286",
"104/10/12","170,456","9,821,648","57.40","58.40","57.00","58.40","+1.40","158",
"104/10/13","222,161","13,129,334","58.60","59.60","58.60","58.80","+0.40","196",
"104/10/14","1,427,585","88,081,402","58.90","63.00","58.80","62.00","+3.20","1,142",
"104/10/15","594,070","36,801,282","62.00","63.20","61.10","61.50","-0.50","480",
"104/10/16","732,070","45,598,210","61.50","63.20","61.50","61.90","+0.40","482",
"104/10/19","274,217","16,787,184","61.90","62.10","60.50","60.80","-1.10","237",
"104/10/20","307,833","18,703,078","61.00","61.70","60.00","61.50","+0.70","263",
"104/10/21","669,070","41,797,096","61.90","63.30","61.50","61.70","+0.20","515",
"104/10/22","490,065","30,498,030","61.60","63.10","61.20","62.30","+0.60","407",
"104/10/23","1,485,910","95,313,057","63.10","65.40","62.70","64.10","+1.80","1,116",
"104/10/26","1,487,728","97,788,161","66.00","66.80","64.50","65.30","+1.20","1,096",
"104/10/27","723,452","46,796,278","66.10","66.10","63.50","63.90","-1.40","564",
"104/10/28","1,610,605","106,122,130","63.90","67.50","63.90","66.00","+2.10","1,233",
"104/10/29","874,285","56,651,882","66.40","66.50","63.50","63.50","-2.50","666",
"104/10/30","402,038","25,205,362","63.60","64.10","61.10","62.50","-1.00","331",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

