"10403る 1786 О             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","265,332","23,936,820","90.20","91.30","89.30","89.70","-0.30","220",
"104/03/03","156,593","14,023,291","90.50","90.50","89.20","89.20","-0.50","137",
"104/03/04","283,361","25,364,838","89.20","90.00","89.20","89.20"," 0.00","190",
"104/03/05","252,959","22,749,388","89.20","90.90","89.00","90.30","+1.10","214",
"104/03/06","108,742","9,818,622","90.30","91.00","89.70","89.90","-0.40","116",
"104/03/09","53,210","4,775,397","90.00","90.50","89.30","89.60","-0.30","84",
"104/03/10","266,027","23,788,957","89.60","90.60","88.30","88.50","-1.10","226",
"104/03/11","209,025","18,125,251","86.00","87.50","85.80","86.50","-2.00","202",
"104/03/12","452,700","39,380,633","86.00","89.00","86.00","87.60","+1.10","312",
"104/03/13","204,330","18,148,970","88.30","89.60","88.00","88.70","+1.10","191",
"104/03/16","116,340","10,254,538","88.80","89.30","87.50","88.00","-0.70","178",
"104/03/17","153,676","13,402,149","87.50","88.50","86.70","87.00","-1.00","290",
"104/03/18","156,132","13,471,784","86.60","86.80","85.90","86.30","-0.70","222",
"104/03/19","103,478","8,937,968","86.50","87.10","85.90","85.90","-0.40","178",
"104/03/20","268,027","23,457,330","85.90","88.40","85.60","87.70","+1.80","282",
"104/03/23","135,380","11,783,696","88.30","88.40","86.50","86.50","-1.20","315",
"104/03/24","118,612","10,233,783","86.50","86.60","86.00","86.10","-0.40","153",
"104/03/25","133,392","11,390,700","86.80","86.80","85.00","85.00","-1.10","233",
"104/03/26","215,962","18,085,855","83.50","84.30","83.30","83.40","-1.60","285",
"104/03/27","204,751","17,292,084","83.40","85.30","83.40","84.40","+1.00","241",
"104/03/30","273,222","22,490,783","84.20","84.70","80.50","84.00","-0.40","298",
"104/03/31","359,087","30,012,608","83.80","84.60","81.60","84.50","+0.50","340",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

