"10502る 1786 О             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/02/01","136,009","7,817,614","57.90","58.00","57.00","57.30","-1.00","111",
"105/02/02","80,408","4,583,356","56.60","57.50","56.60","57.10","-0.20","81",
"105/02/03","158,017","8,961,769","57.00","57.30","56.30","56.90","-0.20","137",
"105/02/15","268,029","14,766,595","55.40","55.60","54.70","55.00","-1.90","192",
"105/02/16","107,071","5,957,231","55.20","56.00","55.20","55.80","+0.80","106",
"105/02/17","84,631","4,763,498","56.00","56.80","56.00","56.40","+0.60","79",
"105/02/18","124,108","7,062,756","57.00","57.30","56.50","57.00","+0.60","109",
"105/02/19","93,155","5,287,020","57.80","57.80","56.20","56.60","-0.40","98",
"105/02/22","253,300","13,723,249","55.70","55.90","53.10","54.20","-2.40","226",
"105/02/23","175,015","9,548,725","54.20","55.20","54.00","54.80","+0.60","132",
"105/02/24","120,070","6,487,480","54.80","55.20","53.50","53.70","-1.10","125",
"105/02/25","115,211","6,201,189","53.80","54.50","53.40","53.60","-0.10","114",
"105/02/26","106,014","5,714,456","53.30","54.50","53.30","54.20","+0.60","100",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

