"10507る 1786 О             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/07/01","186,070","9,336,270","48.90","51.70","48.90","50.90","+2.00","136",
"105/07/04","51,007","2,564,950","51.40","51.40","49.90","49.90","-1.00","54",
"105/07/05","120,922","6,069,172","50.00","50.50","49.80","49.95","+0.05","92",
"105/07/06","82,110","4,045,224","49.95","49.95","48.60","48.90","-1.05","73",
"105/07/07","45,002","2,218,398","48.80","49.70","48.80","49.20","X0.00","41",
"105/07/11","88,050","4,321,130","49.45","49.50","48.60","48.60","-0.60","56",
"105/07/12","87,864","4,278,021","48.80","49.10","48.20","48.35","-0.25","65",
"105/07/13","106,070","5,095,351","48.40","48.50","47.80","47.85","-0.50","89",
"105/07/14","188,700","8,968,954","47.85","48.20","47.20","48.00","+0.15","121",
"105/07/15","151,004","7,377,396","48.20","49.50","48.20","49.20","+1.20","115",
"105/07/18","134,002","6,648,700","49.70","50.20","49.20","49.60","+0.40","114",
"105/07/19","143,070","7,059,624","50.10","50.10","49.00","49.20","-0.40","94",
"105/07/20","49,070","2,409,115","49.10","49.60","48.60","49.05","-0.15","38",
"105/07/21","91,004","4,515,696","49.00","50.30","49.00","49.60","+0.55","65",
"105/07/22","119,782","5,864,741","50.10","50.10","48.60","48.95","-0.65","99",
"105/07/25","171,871","8,233,064","48.95","48.95","47.60","47.85","-1.10","148",
"105/07/26","102,005","4,890,690","47.85","48.45","47.50","48.05","+0.20","77",
"105/07/27","43,008","2,068,027","48.20","48.40","47.70","48.00","-0.05","45",
"105/07/28","75,070","3,588,459","47.60","48.40","47.55","47.55","-0.45","60",
"105/07/29","80,730","3,805,245","47.55","47.95","46.50","46.90","-0.65","75",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

